,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
2090,"Which of the following has not been the subject of a television documentary by John Cleese?
",Wine,The Human Face,Fly Fishing,Football / Soccer,Fly Fishing
2091,"John Cleese has co-written books on the psychology of family and personal life
",False,True,,,True
2092,"At the battle of Bosworth Field, this Shakespearean character uttered the often-quoted words, A horse, a horse, my kingdom for a horse!.
",Henry V,Claudius,Richard III,King Hamlet,Richard III
2093,"What country does King Lear rule according to Shakespeares famous tragedy?
",France,Denmark,Scotland,Britain,Britain
2094,"Foreseeing that she will never have peace of mind, this Queen of Scotland desperately asks what, will these hands nere be clean?
",Goneril,Lady Macbeth,Perdita,Queen Gertrude,Lady Macbeth
2095,"Which one of King Lears daughters is sent into exile after she refuses to profess her love for her father?
",Cordelia,Goneril,Regan,All of them,Cordelia
2096,"What is the name of the proud Queen of the fairies in Shakespeares comedy A Midsummer Nights Dream?
",Titania,Hermia,Helena,Hippolyta,Titania
2097,"Which of these kings, depicted by Shakespeare, was not murdered by a rival for the throne?
",King Lear,King Duncan,King Hamlet,All of them were murdered by rivals for the throne.,King Lear
2098,"Who revealed to Prince Hamlet of Denmark that his father was murdered in one of Shakespeares most famous tragedies?
",his beloved Ophelia,his friend Horatio,his fathers ghost,a troop of actors who reenact the murder of King Hamlet,his fathers ghost
2099,"What Shakespearean character had a dream that her husband Julius Caesar would die in her arms?
",Calpurnia,Messala,Portia,Cleopatra,Calpurnia
2100,"What king of England, depicted in a self-titled Shakespearean play, won a decisive victory at the Battle of Agincourt during the Hundred Years War?
",Henry IV,Henry V,Richard II,Richard III,Henry V
2101,"What measurement system is commonly used in the United States?
",SI,Customary System,CI,None of these,Customary System
2102,"What is the boiling point of water?
",None of these,200 Degrees Fahrenheit,300 Degrees Fahrenheit,212 Degrees Fahrenheit,212 Degrees Fahrenheit
2103,"The three mechanisms heat can be transferred from one body to another are radiation, conduction and convection.
",False,True,,,True
2104,"Mixed hot gases, during firefighting operations, can result in an explosive ignition. What is this ignition called?
",None of these,Backdraft,Flashover,Reheat,Backdraft
2105,"Fires involving electrical energized equipment such as computers, household appliances and etc. are what class of fire?
",D,C,A,B,C
2106,"Which of the following equipments is used by firefighters to protects the face and lungs?
",Helmet,NFPA,None of these,SCPA,None of these
2107,"What type of self-contained breathing apparatus is used in fire service?
",None of these,Open 鈥 Closed circuit,Synchronized circuit,Regulated circuit,Open 鈥 Closed circuit
2108,"How often must steel and aluminum air cylinders for self-contained breathing apparatus be tested according to requirements of the United States Department of Transportation?
",every month,every 5 years,every 3 years,None of these,every 5 years
2109,"How often must composite air cylinders for self-contained breathing apparatus be tested to meet the requirements of the United States Department of Transportation?
",Twice a year,5 years,6 years,3 years,3 years
2110,"A class 1-A extinguisher will extinguish twice as much fuel as 2-A extinguisher.
",True,False,,,False
2111,"What type of rope is used in life safety situations?
",Solid braided nylon rope,None of these,Cotton rope,Dynamic or static rope,Dynamic or static rope
2112,"A dynamic high-stretch rope is designed for rising and lowering heavy loads.
",True,False,,,False
2113,"What is one of the objective of a building search during a fire?
",None of these,Finding extinguisher,Finding victims,Finding self-contained breathing apparatus,Finding victims
2114,"During a fire, what are the most critical areas in a multistory building?
",Floor directly below the fire,Bottommost floor,"Fire/topmost floor, floor directly above the fire",None of these,"Fire/topmost floor, floor directly above the fire"
2115,"During the searching operation within a building on fire, what should the rescue personnel do?
",Feel doors for excessive heat before opening them,None of these,Open doors as soon as you can,Never feel doors for excessive heat before opening them,Feel doors for excessive heat before opening them
2116,"What device converts a vehicle鈥檚 12 or 24 volt DC current into 110 or 220 volt AC current?
",Generator,A twist-lock adapter,None of these,Inverter,Inverter
2117,"What is the meaning of the German word die List?
",the lottery ticket,"the cunning, slyness",the leaf,the catalogue,"the cunning, slyness"
2118,"What is the meaning of the German word die Art?
",the accent,"the kind, manner, or type",the subterfuge,the slipper,"the kind, manner, or type"
2119,"What is the meaning of the German word bald?
",soon,happy,vicious,"uncomplicated, simple",soon
2120,"What is the meaning of the German word der Herd?
",the button,the stove,the gentleman,the hero,the stove
2121,"What is the meaning of the German das Gift?
",the poison,the marriage,the reception or welcome,the wallet,the poison
2122,"What is the meaning of the German adjective komfortabel?
","adjacent, nearby","comforting, consoling",luxurious,"adequate, sufficient",luxurious
2123,"What is the meaning of the German word der Sekt?
","the selection, choice",the sparkling wine,the sickness,the section,the sparkling wine
2124,"What is the meaning of the German noun das Stadium?
",the wall clock,the city centre,"the stage, level",the measurement,"the stage, level"
2125,"What is the meaning of the German verb winken?
",to flirt,"to become agitated, uneasy",to hiccup,to wave,to wave
2126,"What is the meaning of the German noun das Rezept?
",the retraction; refusal,the manifesto,the recipe; prescription,the reception; welcome,the recipe; prescription
2127,"Michael Palin was able to portray the stammering Ken in A Fish called Wanda so accurately because he himself had a bad stammer when he was a boy.
",True,False,,,False
2128,"Which of Michael Palins TV film scripts was inspired by how he met his future wife?
",Number 27,East of Ipswich,American Friends,Secrets,East of Ipswich
2129,"Which of the following is not one of the television Ripping Yarns that Michael Palin co-wrote and starred in with Terry Jones.
",Across the Andes by Frog,Cyril and the House of Commons,Roger of the Raj,Escape from Stalag Luft 112B,Cyril and the House of Commons
2130,"Michael Palin won a British Academy (BAFTA) award for his work on which film?
",American Friends,A Private Function,Time Bandits,A Fish Called Wanda,A Fish Called Wanda
2131,"Which role did Michael Palin play in Terry Gilliams film Brazil?
",A plastic surgeon,A government  torturer,An illegal freelance Heating Engineer,A shoe repair man,A government  torturer
2132,"Michael Palin starred in all these films, but which of them did he also write?
",Jabberwocky,The Missionary,Fierce Creatures,A Private Function,The Missionary
2133,"Michael Palin has written and presented several television documentaries on art, including one on the artist Vilhelm Hammersh酶i. What nationality was Hammersh酶i?
",Faroese,Danish,Dutch,Swedish,Danish
2134,"Michael Palin has undertaken several epic international journeys for BBC television travel documentaries. Which was the first?
",Full Circle,Pole to Pole,Around the World in 80 Days,Himalaya,Around the World in 80 Days
2135,"Michael Palins interest in which famous writer inspired both a comic novel and a travel documentary?
",George Orwell,Somerset Maugham,Ernest Hemingway,Anthony Burgess,Ernest Hemingway
2136,"Michael Palin has been honoured by having been made both a Fellow of the Royal Geographical Society (FRGS) and a Member of the Order of the British Empire (MBE)
",False,True,,,False
2137,"Gullivers Travels by Jonathan Swift was originally published as a fake travelogue, with Lemuel Gulliver as the author. It comprised four parts, whose titles together specify eight of the lands Gulliver visited.   Which land was a flying island that could be manoeuvred by its inhabitants?
",Blefescu,Japan,Brobdingnag,Laputa,Laputa
2138,"Gullivers final voyage took him to the fictional and of the Houyhnhnms where horses ruled and humans existed only as degraded brutes.
",False,True,,,True
2139,"Anthony Hope gave us this fictional land whose name has now become synonymous with the romantic ideal of 19th century Central Europe.
",Transylvania,Ruthenia,Ruritania,Moldavia,Ruritania
2140,"English novelist and poet Thomas Hardy re-used Wessex -- the old name for the land of the West Saxons -- as the setting for his novels of 19th century rural life. His fictionalised locations can usually be easily identified with their real equivalents. What name did Hardy give to his real home town of Dorchester in Dorset?
",Downstaple,Casterbridge,Kingsbere,Wintoncester,Casterbridge
2141,"J.R.R. Tolkiens creation Middle-Earth was revealed to the public first in The Hobbit and later in the The Lord of the Rings trilogy. Which of the following is not a location in Middle-Earth?
",Mordia,Rohan,Gondor,Mirkwood,Mordia
2142,"After many years of reporting on lands around the globe, this renowned travel writer turned to fiction and created the European city and state of Hav.
",Patrick Leigh Fermor,Paul Theroux,Jan Morris,Jonathan Raban,Jan Morris
2143,"The world of Narnia created by C.S. Lewis contained the land of Narnia and several others. Which of the following is not in the land of Narnia?
",Cair Paravel,Chippingford,Beaversdam,Terebinthia,Terebinthia
2144,"This English novelist created the European Soviet satellite state of Slaka for his novel Rates of Exchange, and even published a mock guidebook to its culture: Why Come to Slaka?.
",Malcolm Bradbury,David Lodge,Tom Sharpe,Kingsley Amis,Malcolm Bradbury
2145,"Which British writer wrote the novel  The Island of Sheep, which is partly set on a thinly disguised version of the Faroe Islands?
",Erskine Childers,John Buchan,Somerset Maugham,Dornford Yates,John Buchan
2146,"This 20th century author wrote of the northern lands of Thule and Zembla in works such as Solus Rex and Pale Fire.
",Italo Calvino,Umberto Eco,Vladimir Nabokov,Jorge Luis Borges,Vladimir Nabokov
2147,"In what country was Twiggy born?
",the USA,Scotland,England,Australia,England
2148,"What is Twiggys birth name?
",Helen Lydia Hornby,Lesley Hornby,Twiggy Lawson,None of these,Lesley Hornby
2149,"Name the hairdresser who became Twiggys manager at the beginning of her modelling career.
",Justin de Villeneuve,Jean Louis David,None of these,Eugene Perma,Justin de Villeneuve
2150,"Twiggys first husband, actor Michael Witney, died of a heart attack
",True,False,,,True
2151,"In which of these movies did Twiggy not appear?
",E.T. the Extra-Terrestrial (1982),The Blues Brothers (1980),Body Bags (1993),The Little Match Girl (1986),E.T. the Extra-Terrestrial (1982)
2152,"Which of these models was Twiggys greatest influence?
",In猫s de la Fressange,Cheryl Tiegs,Jean Shrimpton,Wilhelmina,Jean Shrimpton
2153,"Twiggy was named the 鈥淭he Face of 1966鈥 by Vogue.
",True,False,,,False
2154,"Twiggy appeared in this comedy starring Robin Williams.
",Sun Child,Club Paradise,Edge of Seventeen,Mrs. Doubtfire,Club Paradise
2155,"In the summer of 2000, beauty company Olay started its Definity Eye Cream campaign depicting Twiggy.
",True,False,,,False
2156,"In which 1990s TV series did Twiggy appear?
",Twiggy,The Muppet Show,Princesses,Victorian Scandals,Princesses
2157,"This Wild Wild West villain was a dwarf.
",Ernst Stavro Blofeld,Emilio Largo,Dr. Miguelito Loveless,Professor Moriarty,Dr. Miguelito Loveless
2158,"How did Jim West and Artemus Gordon travel around the country on the TV show The Wild Wild West?
",Model T,Private Train,Horseback,Steamboat,Private Train
2159,"Who played Jim West was on the TV show The Wild Wild West?
",Cary Grant,Robert Conrad,Peter Graves,Kevin Kline,Robert Conrad
2160,"Who portrayed Jim West partner, Artemus Gordon on The Wild Wild West?
",Ross Martin,William Schaller,"Alan Hale, Jr.",Charles Aidman,Ross Martin
2161,"Where did Jim West carry his derringer on the TV show The Wild Wild West?
",up his sleeve,in his shoe,in his hat,behind his belt buckle,up his sleeve
2162,"Robert Conrad did his own stunts on the TV show The Wild Wild West.
",False,True,,,True
2163,"Artemus Gordon was in disguise in most Wild Wild West episodes.
",False,True,,,True
2164,"There were very few fight scenes on the show The Wild Wild West.
",True,False,,,False
2165,"Why was the show The Wild Wild West cancelled?
",They ran out of stories,CBS canceled the show because of the violence.,Robert Conrad got tired of the show.,The show wasnt as good without Ross Martin.,CBS canceled the show because of the violence.
2166,"Audie Murphys parents were sharecroppers from Texas.
",False,True,,,True
2167,"What famous wild west character did Audie Murphy portray more than once?
",Billy the Kid,Wild bill Hickok,Buffalo Bill,Jesse James,Jesse James
2168,"Audie Murphy starred as Henry Fleming in the The Red Badge of Courage.
",False,True,,,True
2169,"Audie Murphy suffered from shell shock and battle fatigue for years after WWII.
",False,True,,,True
2170,"Besides being a war hero and movie star, Audie Murphy had what other career?
",Silver mine owner,Country music songwriter,Washington Lobbyist,Choreographer,Country music songwriter
2171,"Audie Murphy received the metal of honor for his bravery in World War I.
",False,True,,,False
2172,"In which of these movies did Audie Murphy star with Jimmy Stewart?
",Destry,Night Passage,The Duel at Silver Creek,The Kid from Texas,Night Passage
2173,"Where was James Stewart born?
","Los Angeles, California","Iowa city, Iowa","Pittsburgh, Indiana","Indiana, Pennsylvania","Indiana, Pennsylvania"
2174,"What James Stewart classic has Doris Day singing (Que Sera, Sera), Whatever Will Be, Will Be?
",The Man Who Knew Too Much,Rope,Rear Window,Vertigo,The Man Who Knew Too Much
2175,"What was the last movie in which James Stewart starred with John Wayne?
",The Shootist,Bandolero!,Rooster Cogburn,Brannigan,The Shootist
2176,"In what season of the show Rescue Me did Lou write poetry?
",3,4,1,2,1
2177,"On the TV show Rescue Me, the mother of Francos child is dead.
",False,True,,,True
2178,"What is Tommys favorite sport in the TV series Rescue Me?
",Basketball,Baseball,Ice Hockey,Football,Ice Hockey
2179,"In the drama series Rescue Me, Tommy has a deaf sister.
",True,False,,,True
2180,"In an episode of Rescue Me, Sean burns down Tommys house.
",False,True,,,False
2181,"Why do the guys from the firehouse recruit Black Sean?
",To play basketball for the firehouse,He was a friend of Mike and Sean.,He was first in his academy class.,Tommy told them to.,To play basketball for the firehouse
2182,"Sean was diagnosed with cancer in season 4 of Rescue Me.
",True,False,,,False
2183,"Which firefighter did Laura date on the show Rescue Me?
",Tommy,Sean,Lou,Franco,Franco
2184,"Where does Tommys dad die in the TV series Rescue Me?
",At a minor league baseball game,At Uncle Teddys house,At the fire house,At his home,At a minor league baseball game
2185,"In what season of Rescue Me does the fire house get shut down?
",2,5,3,6,6
2186,"In the Abbott  Costello Whos on first, what is the only position without a name?
",Right field,Center field,Catcher,Pitcher,Right field
2187,"Which of these is an Abbott  Costello comedy horror movie, directed by Charles Barton and released in 1949?
","Abbott and Costello Meet the Killer, Boris Karloff",Abbott  Costello Meet Frankenstein,Abbott  Costello Meet Dr. Jekyll  Mr. Hyde,Abbott and Costello in the Foreign Legion,"Abbott and Costello Meet the Killer, Boris Karloff"
2188,"The Smothers Brothers were censored for their comments on the Vietnam War and President LBJ and were eventually cancelled.
",False,True,,,True
2189,"What was Tony Curtis birth name?
",Tony Adverse,Tony Curtis,Albert DeSalvo,Bernard Schwartz,Bernard Schwartz
2190,"Which armed service did Tony Curtis join during World War II?
",Army,Coast Guard,Air force,Navy,Navy
2191,"What film featured Tony Curtis and Jack Lemmon dressed as women?
",Sweet Smell of Success,Some Like It Hot,Who Was That Lady,Monte Carlo or Bust,Some Like It Hot
2192,"In Some Like It Hot when Tony Curtis assumed the disguise of the Millionaire, he did an impersonation of what actor?
",Cary Grant,James Stewart,Gregory Peck,Paul Newman,Cary Grant
2193,"Tony Curtis appeared in over 100 films from 1948-2009. How many Academy Awards did he win during this period?
",5,0,2,4,0
2194,"What is the name of the beach movie that starred Tony Curtis along with Claudia Cardinale and 
",Dont Make Waves,Sex and the Single Girl,The Great Race,Dont Make Waves,aron Tate?
2195,"This film starred Tony Curtis, Kirk Douglas, Janet Leigh and Ernest Borgnine as Ragnar.
",Forbidden,The Vikings,Trapeze,Spartacus,The Vikings
2196,"In what circus film did Tony Curtis and Burt Lancaster star together?
",Houdini,Trapeze,Ringling Brothers Circus,Double Take,Trapeze
2197,"Charlie Chan is a fictional detective with the L.A. police department.
",False,True,,,False
2198,"There were less than twenty Charlie Chan movies made.
",True,False,,,False
2199,"Was Charlie Chan portrayed by Asian actors in most films?
",Yes,No,,,No
2200,"Actor Sidney Toler took over the role of Charlie Chan after Warner Olands death. What was Tolers nationality?
",American,Canadian,Swedish,British,American
2201,"Charlie Chan movies are not popular in China because the Chinese did not like the way Chan was portrayed.
",True,False,,,False
2202,"When Charlie Chan in Panama was being filmed, there was fear that either Japan or Germany would bomb the Panama Canal.
",False,True,,,True
2203,"What statement about Abraham is true?
",He is considered a founding father in the Islamic tradition.,All of these,He is considered a founding father in the Christion tradition.,He is considered a founding fataher in the Jewish tradition.,All of these
2204,"Which of the following is a traditional Christian belief?
",Jesus performed miracles,Jesus founded the Church,All of these,Jesus was born of a virgin.,All of these
2205,"Name the spiritual teacher from ancient India who founded Buddhism.
",Abhay Charanaravinda,Muhammad,Laozi,Siddh膩rtha Gautama,Siddh膩rtha Gautama
2206,"Where was Muhammad, the founder of Islam, born?
",Mecca,None of these,Medina,Nazareth,Mecca
2207,"Which of the following is a philosopher of ancient China and a central figure in Taoism?
",Wang Chong,Huan Tan,Jing Fang,Laozi,Laozi
2208,"Confucius was a thinker and social philosopher from this country.
",China,Israel,Ancient Greece,Japan,China
2209,"What nationality was Zoroaster (Zarathushtra), the founder of the Zoroastrian religion?
",Chinese,Greek,Iranian,Indian,Iranian
2210,"The Bah谩铆 Faith is a monotheistic religion founded in Persia.
",True,False,,,True
2211,"One of the core beliefs of Jainism is that every living being has a soul.
",False,True,,,True
2212,"Who was the founder of Sikhism?
",Har Krishan,Nanak Dev,Gobind Singh,Amar Das,Nanak Dev
2213,"Memorial Day was first enacted to honor soldiers who died in what war?
",The Civil War,World War I,The Spanish-American War,The Revolutionary War,The Civil War
2214,"What was the original name of the US federal holiday known as Memorial Day?
",Soldiers Day,Decoration Day,Remembrance Day,Veterans Day,Decoration Day
2215,"At the beginning of this 1998 epic war movie, an elderly World War II veteran and his family visit the Normandy American Cemetery and Memorial in France.
",When Trumpets Fade,Schindlers List,Saving Private Ryan,Pearl Harbour,Saving Private Ryan
2216,"Arlington National Cemetery was established during the American Civil War on the grounds of the estate which once belonged to Mary Anna Custis family. Whose wife was Mary Anna Custis?
",Robert E. Lees,Jefferson Davis,Ulysses S. Grants,George Washingtons,Robert E. Lees
2217,"What village was designated as the official birthplace of Memorial Day by President Lyndon B. Johnson?
","Waterloo, New York","Columbus, Mississippi","Sharpsburg, Maryland","Charleston, South Carolina","Waterloo, New York"
2218,"In Arlington National Cemetery there is a small memorial which commemorates the veterans of the Secret War. Which war conflict does the term Secret War refer to?
",The Laotian Civil War,The Cold War,The Boer War,The Vietnam War,The Laotian Civil War
2219,"At what time does the National Moment of Remembrance take place on Memorial Day?
",3 p.m,None of these,2 p.m.,4. p.m,3 p.m
2220,"What notable memorial war poem was written by Canadian poet and physician Lieutenant Colonel John McCrae?
",We Shall Keep the Faith,I Stand Before You,Freedom is not free,In Flanders Fields,In Flanders Fields
2221,"Known as the Poppy Lady, this U.S. professor and humanitarian conceived the idea of wearing poppies as a symbol of remembrance for those who served in World War I.
",Julia Ward Howe,Betsy Ross,Ethel Lynn Beers,Moina Michael,Moina Michael
2222,"Franklin Sousley, Harlon Block, and Michael Strank, who were immortalized in an iconic photo by Joe Rosenthal, were killed during what WWII battle?
",The Battle of Okinawa,The Battle of Stalingrad,The Battle of Moscow,Battle of Iwo Jima,Battle of Iwo Jima
2223,"What US President presided over the entombment of the Unknown Soldier of World War II and the Unknown Soldier of the Korean War?
",Harry S. Truman,John F. Kennedy,Lyndon B. Johnson,Dwight D. Eisenhower,Dwight D. Eisenhower
2224,"What was the occupation of Nora Fontaine Davidson who is regarded as the inspiration for the US Memorial Day?
",schoolteacher,singer,nurse,poet,schoolteacher
2225,"What statement is true about General John Logan, national commander of the Grand Army of the Republic?
",He issued a proclamation that Decoration Day be observed nationwide.,He wrote the poem In Flanders Fields.,"He introduced measures to return Memorial Day to its traditional date, 30 May.","He refused to celebrate Decoration Day, due to lingering hostility towards the Confederate Army.",He issued a proclamation that Decoration Day be observed nationwide.
2226,"What Union general is credited with composing the bugle call Taps, which is sounded on Memorial Day?
",Fitz John Porter,Ulysses S. Grant,Philip Kearny,Daniel Butterfield,Daniel Butterfield
2227,"What automobile race is held annually over the Memorial Day weekend, starting in 1911?
",Indianapolis 500,Sprint Cup,Daytona 500,None of these,Indianapolis 500
2228,"Which of these was not an alias Fletch used in the film Fletch Lives?
",Elmer-Fudd Gantry,J.R. Ewing,Henry Himler,Billy-Jean King,J.R. Ewing
2229,"In the movie Fletch Lives, on the flight to Louisiana what Disney film does Fletch dream about?
",Dumbo,Herbie the Love Bug,Bambi,Song of the South,Song of the South
2230,"In the comedy movie Fletch Lives, when Fletch visits Bly Bio Chem, he tells the supervisor that he goes through how many suits in a day?
",6,5,3,4,5
2231,"What is the name of the fictional pest control company in the movie Fletch Lives?
",ABC Pest Control,Bug Away,Bug Busters,Pest Be Gone,Bug Busters
2232,"Which Law and Order SVU star appeared in Fletch Lives?
",Richard Belzer,Mariska Hargity,D.B. Wong,Christopher Meloni,Richard Belzer
2233,"What city was Bly Bio Chem located in in the movie Fletch Lives?
",New Orleans,"Vicksburg, Mississippi","Yazoo City, Mississippi","Sherveport, Louisiana","Yazoo City, Mississippi"
2234,"What is the name of the plantation Fletch inherits in the movie Fletch Lives?
",Belle Isle,South Fork,Wayne Mannor,Southern Hill,Belle Isle
2235,"What is the name of the woman on the flight with Fletch in the movie Fletch Lives?
",Cindy Thompson,Sally May Johnson,Cindy Mae Sample,Kelly Boyd,Cindy Mae Sample
2236,"In the film Fletch Lives, where did the woman on the flight with Fletch say she was going?
",Houston,New Orleans,Dallas,Selma,Selma
2237,"What city in Louisiana was Fletch going to in the comedy movie Fletch Lives?
",Golden Meadow,Houma,Avery Island,Thibodaux,Thibodaux
2238,"For many years, in a series of films, Basil Rathbone played what was probably the best known Sherlock Holmes. Who played his friend and companion Dr Watson?
",Hubert Willis,Nigel Bruce,Andre Morel,Nigel Stock,Nigel Bruce
2239,"In the comedy Without a Clue, we had a Dr Watson who was the brains of the partnership and a Sherlock Holmes who was a bumbling idiot. Sir Ben Kingsley played Watson. Who played Holmes?
",Jonathan Pryce,Sir Michael Caine,John Cleese,Sir Patrick Stewart,Sir Michael Caine
2240,"Stewart Granger and Charlton Heston have both played Sherlock Holmes on film.
",True,False,,,True
2241,"Dudley Moore, Edward Woodward and James Mason have all played Dr Watson on film.
",False,True,,,False
2242,"In which film did Christopher Plummer play Holmes?
",Murder by Decree,The Seven-Per-Cent Solution,A Study in Terror,The Hound of the Baskervilles,Murder by Decree
2243,"Which couple has not appeared on-screen as Holmes and Watson?
",Vasily Livanov and Vitaly Solomin,Peter OToole and Donald Houston,Robert Stephens and Colin Blakely,Nicol Williamson and Robert Duvall,Peter OToole and Donald Houston
2244,"Which of the following played Sherlock Holmes on film several times?
",Harold Lloyd,Mack Sennet,Buster Keaton,Roscoe Fatty Arbuckle,Mack Sennet
2245,"Who was awarded the Order of the British Empire for his portrayal of Sherlock Holmes?
",Basil Rathbone,Clive Merrison,Vasily Livanov,Jeremy Brett,Vasily Livanov
2246,"Where did Sherlock Holmes live in London?
",221 Baker Street,21 Baker Street,221B Baker Street,21B Baker Street,221B Baker Street
2247,"What was the name of Sherlock Holmes elder brother?
",Porlock,Mycroft,Porcroft,Moriarty,Mycroft
2248,"In which of Conan Doyles stories does Sherlock Holmes first meet Dr Watson?
",A Study in Scarlet,The Hound of the Baskervilles,A Scandal in Bohemia,The Sign of the Four,A Study in Scarlet
2249,"Sherlock Holmes once refers to a story for which the world is not yet prepared and which was never the subject of a Conan Doyle tale. What did the mysterious story concern?
",The Sussex Vampire,The Voice of Terror,The Giant Rat of Sumatra,The Scarlet Claw,The Giant Rat of Sumatra
2250,"How many times in the complete Sherlock Holmes stories by Conan Doyle does Holmes use the phrase Elementary, my dear Watson.?
",3 or more times,never,once,twice,never
2251,"Sherlock Holmes once states that he has recognized foul play by noticing the depth which parsley had sunk into butter.
",False,True,,,True
2252,"Where is the gemstone found in the Sherlock Holmes story The Adventure of the Blue Carbuncle?
",Inside a plaster bust of Napoleon,"It is never found, having been thrown into the Thames.","In a cardboard box, tied up with tarry string",Inside a Christmas goose,Inside a Christmas goose
2253,"What pattern of bullet holes did Sherlock Holmes create on the interior wall of his lodgings, apparently just for pistol shooting practice?
",4,VR (for Victoria Regina),IA (for Irene Adler),Small figures resembling dancing men,VR (for Victoria Regina)
2254,"At home, where did Sherlock Holmes keep his smoking tobacco?
",In the coal scuttle,In an engraved silver tobacco tin,In his violin case,In the toe of a Persian slipper,In the toe of a Persian slipper
2255,"When were the first Barbie dolls released?
",1962,1959,1966,1960,1959
2256,"Which of these Barbie dolls debuted in 1971?
",Malibu Barbie,Silkstone Barbie,Holiday Barbie,Vintage Barbie,Malibu Barbie
2257,"When was an 18 Supersize Barbie, with a Superstar face, first made?
",1980,1967,1969,1978,1978
2258,"What was the name of the Mattel fashion designer who created Barbies clothes?
",Charlotte Johnson,Bob Mackie,Kelly Smith,Byron Lars,Charlotte Johnson
2259,"What is the first name of Ruth Handlers daughter?
",Kelly,Barbie,Mary,Barbara,Barbara
2260,"During the 1990s Barbies waist was widened.
",True,False,,,True
2261,"Barbies boyfriend Ken first appeared in 1961.
",True,False,,,True
2262,"Who wrote the Southern Gothic novel Absalom, Absalom!?
",William Faulkner,Ernest Hemingway,Harriet Beecher Stowe,Booth Tarkington,William Faulkner
2263,"Which of these plays were written by Arthur Miller?
",Strange Interlude and Desire Under the Elms,The Night of the Iguana and The Rose Tattoo,The Skin of our Teeth and Our Town,The Crucible and Death of a Salesman,The Crucible and Death of a Salesman
2264,"What statement about James Thurber and Dorothy Parker is true?
",They were humorists.,They were communists.,They were playwrights.,They were poets.,They were humorists.
2265,"Who wrote the modernist poem The Waste Land?
",Robert Frost,Carl Sandburg,George Eliot,T.S. Eliot,T.S. Eliot
2266,"Ernest Hemingways writing style is characterized by which of the following?
",biting wit and sarcasm,flowing imagery,sentimentality,understatement and terseness,understatement and terseness
2267,"The Call of the Wild and The Sea Wolf are novels by John Steinbeck.
",False,True,,,False
2268,"Langston Hughes wrote poetry, plays, and novels.
",True,False,,,True
2269,"Some of Willa Cathers novels deal with frontier life on the Great Plains.
",True,False,,,True
2270,"A major theme of The Great Gatsby is the corruption of American innocence through the pursuit of wealth.
",False,True,,,True
2271,"Rabbit, Run and The Centaur were both written by Bernard Malamud.
",False,True,,,False
2272,"I am in a dark room. I have a candle, a wood stove, a gas lamp and a match to light, which all can drive away darkness. What to light first?
",The candle,The wood stove,The gas lamp,The match,The match
2273,"In the title The Man from U.N.C.L.E., U.N.C.L.E. stands for United Nations Control for Law Enforcement.
",False,True,,,False
2274,"What secret organization did U.N.C.L.E. battle on the TV show The Man from U.N.C.L.E.?
",THRUSH,KAOS,SPECTRE,GALAXY,THRUSH
2275,"In The Man from U.N.C.L.E., THRUSH stands for Technological Hierarchy for the Removal of Undesirables and the Subjugation of Humanity.
",False,True,,,True
2276,"Where was the secret entrance to the New York offices of U.N.C.L.E. on the TV show The Man from U.N.C.L.E.?
",In times square,A phone booth,A tailor shop,A park fountain,A tailor shop
2277,"According to a theory revealed in The Man from U.N.C.L.E. novels, THRUSH was started by Nazi war criminals that had fled to South America.
",True,False,,,True
2278,"On The Man from U.N.C.L.E., when at the headquarters all agents had to wear badges. What number was Illya Kuryakins badge?
",10,2,11,7,2
2279,"What country was Illya Kuryakin from on the TV show The Man from U.N.C.L.E.?
",Austria,Russia,Mongolia,Poland,Russia
2280,"Every episode of The Man from U.N.C.L.E. had this word in its title.
",Big,Party,The,Affair,Affair
2281,"What chess piece was on Paladins calling card?
",Queen,Knight,Bishop,Rook,Knight
2282,"In what city did fictional character Paladin live?
",Denver,Kansas City,Dodge City,San Francisco,San Francisco
2283,"What was the name of Paladins favorite bellhop at the hotel?
",Kam Fong,Hey Boy,Chin Ho,Hey You,Hey Boy
2284,"What was Paladins first name on the show Have Gun 鈥 Will Travel?
",Joe,Charles,Raymond,None of these,None of these
2285,"How much did Paladin typically charge for his services?
",Different for each case,$100 a day,"$1,000",$500 + expenses,"$1,000"
2286,"Where did Paladin get his education?
",Harvard,Oxford,West Point,School of Hard Knocks,West Point
2287,"What did Paladin carry in his boot when he was traveling?
",Derringer,Extra cash,Fine cigars,Bowie knife,Fine cigars
2288,"When visiting India, what did Paladin do that made the natives respect him?
",killed a man-eating tiger,took his shoes off when he entered the Taj Mahal,saved the life of the princess,saved the life of a native,killed a man-eating tiger
2289,"Paladin got into the gunfighting business while trying to settle a gambling debt.
",False,True,,,True
2290,"What on earth could dance, and live and die?
",Fire,Water,Wind,Fire,"thout legs, or lungs, or being alive?"
2291,"Whats as big as the biggest camel and weighs nothing at all?
",wind,shadow,water,air,shadow
2292,"What kind of camel can jump higher than a tree?
",no camel,a leaping camel,a frog camel,any kind of camel,any kind of camel
2293,"Golden treasure am I, guarded by hundreds and thousands of armed guards. I am stored in a labyrinth where no man can walk, yet men often come to steal my gold. What am I?
",none of these,golden jewelery,honey,gold,honey
2294,"They do not have feathers, or flesh, or scale, or bone. Yet they have fingers and thumbs of their own. What are they?
",polar bear,gloves,eel,boxing,gloves
