,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
4500,"What short story author created the Cisco Kid, the central character of the self-titled series?
",O. Henry,Ray Bradbury,Washington Irving,Edgar Allen Poe,O. Henry
4501,"In an episode of The Cisco Kid, Pancho told the Cisco Kid that the bad man had his tongue tangled in his mouth. What did he mean?
",He talked too much.,He was mincing his words.,He did not want to talk (reply).,He spoke with a forked tongue.,He did not want to talk (reply).
4502,"What female star from a super hero series appeared in The Cisco Kid episode, titled Chain Lightning?
",Eartha Kitt (Cat Woman also from Batman),Linda Carter (Wonder Woman),Noel Neill (Lois Lane from Superman),Julie Newmar (Cat Woman from Batman),Noel Neill (Lois Lane from Superman)
4503,"In The Cisco Kid episode, titled Railroad Land Rush, Pancho used the words bottle caps to refer to which of the following?
",Target practice,Jewels,Money,Checkers,Money
4504,"The Cisco Kid character Pancho says the words Lets went  in all of the listed episodes except this one.
",Railroad Land Rush,The Will,Oil Land,Medicine Flats,Railroad Land Rush
4505,"In The Cisco Kid episode titled The Will, one of the bad guys henchmen is named for the state where he came from. What was his name?
",New Jersey,Nebraska,New York,Colorado,Nebraska
4506,"What was the name of Panchos horse in the TV series The Cisco Kid?
",Lobo,Champion,Loco,Scout,Loco
4507,"On the hit comedy Boy Meets World, Cory Matthews was played by Ben Savage who is the brother of the star of this TV show.
",Wonder Years,Perfect Strangers,Eight is Enough,Family Ties,Wonder Years
4508,"For how many seasons did the show Boy Meets World air?
",6,7,10,9,7
4509,"On the show Boy Meets World, Cornelius is Corys real first name.
",True,False,,,True
4510,"What relation is Morgan to Cory on the show Boy Meets World?
",his aunt,his sister,his mother,no relation,his sister
4511,"The character of Shawn Hunter, on the show Boy Meets World,  had a brother.
",True,False,,,True
4512,"On the show Boy Meets World, who is the character George Feeny?
",The Matthews next door neighbor,One of the college professors,All of the answers are correct,Husband to the Dean at Corys college,All of the answers are correct
4513,"What was the name of the girl Shawn fell in love with, in the later episodes of Boy Meets World?
",Rachel,Morgan,Jenny,Angela,Angela
4514,"Did Cory Matthews ever get married on the show Boy Meets World?
",Yes,No,,,Yes
4515,"Which of these famous actresses makes a guest appearance on the show Boy Meets World?
",Jessica Biel,Britney Murphy,Jennifer Love Hewitt,Drew Barrymore,Jennifer Love Hewitt
4516,"What outrageous colour did Cory paint his apartment, causing Topangas disapproval, on one episode of the show Boy Meets World?
",Orange,Yellow,Black,Purple,Yellow
4517,"What was the name of the restaurant Cory and his friends would hang out at, on the show Boy Meets World?
",Chubbys,Peg Leg Petes,The Max,Feenys,Chubbys
4518,"In the TV show, Sailor Moon, Sailor Moons cat can only talk to other cats.
",True,False,,,False
4519,"What is Sailor Moons weapon during battle?
",a ring,a wand,a computer,a sword,a wand
4520,"What is the colour of of the strange artifact that Griffith possesses in the anime series Berserk?
",Black,Red,Green,Blue,Red
4521,"Listen to the sound clip and guess the name of the anime series.
",FLCL,Inuyasha,Myself ; Yourself,Sola,FLCL
4522,"Which two Gods in Xena: Warrior Princess lost their powers and were stuck traveling with Gabrielle and Joxer until a solution was found in the episode The Quill is Mightier?
",Ares/Cupid,Zeus/Hera,Ares/Aphrodite,Cupid/Aphrodite,Ares/Aphrodite
4523,"In the episode The Furies, Xena, the Warrior Princess convinced the Furies that Ares was her father.
",True,False,,,True
4524,"Which God/Goddess took over as King/Queen of the Gods when Zeus was killed in the TV series Xena: Warrior Princess?
",Ares,Aphrodite,Hephaestus,Athena,Athena
4525,"Xena, the Warrior Princess began her quest to eliminate the Gods because they threatened the life of her baby, Eve.
",False,True,,,True
4526,"Though Ares was first introduced in the Hercules: The Legendary Journeys series, he was not given a real face until he was introduced in Xena: Warrior Princess.
",False,True,,,True
4527,"Which God/Goddess from the TV series Xena: Warrior Princess seemed to have a special place in their heart for Gabrielle?
",Ares,Aphrodite,Cupid,Athena,Aphrodite
4528,"In the TV series Xena: Warrior Princess, Baby Bliss, Cupids son, stole his fathers bow and wreaked havoc at the temple of the Hestian Virgins. Xena fell in love with Draco, Gabrielle with Joxer and Draco with Gabrielle.
",False,True,,,True
4529,"Which God did Xena have to deal with during the episode, titled Ulysses?
",Ares,Hephaestus,Poseidon,Athena,Poseidon
4530,"In the TV series Xena: Warrior Princess, which Dream God kidnapped Gabrielle, forcing Xena to rescue her from the Dreamscape?
",Ares,Baccus,Morpheus,Hades,Morpheus
4531,"In the Xena TV series, Xena must rescue Hades sister Cyrene, the embodiment of Death, from King Sisyphus or all mankind will be doomed to eternal life filled with suffering.
",True,False,,,False
4532,"What does the term Mad Men stand for according to the self-titled TV show?
",Insane men,Madison Avenue Advertising men,Men who work for Mad Magazine,None of these,Madison Avenue Advertising men
4533,"In the anime series, Prince of Tennis, who is Echizens last opponent during the National Tournament?
",Kuranosuke Shiraishi,Akutsu,Echizen Ryoga,Kintarou Tooyama,Kintarou Tooyama
4534,"In Saiunkoku Monogatari, who is the consort and tutor to the young emperor, Shi Ryuuki?
",Shuurei,Tazusa,Seiran,Nagisa,Shuurei
4535,"Who is Akanes close friend in the anime Harukanaru Toki no Naka de Hachiyoushou?
",Eisen,Inori,Yosuaki,Tenma,Tenma
4536,"In the anime series Black Cat, does Train Hearnet go back to Chronos?
",No,Yes,,,No
4537,"Did Lelouch Lamperouge promise to destroy the Britannian empire in the anime series Code Geass?
",No,Yes,,,Yes
4538,"According to the anime series, La Corda Doro, how do you express your love?
",by giving them what they want in life,by letting your love hear your music,by simply telling them you love them,by giving them something sweet,by letting your love hear your music
4539,"Does the anime series Hanbun no Tsuki ga Noboru Sora center around two hospitalizad teenagers.
",Yes,No,,,No
4540,"In Ouran Highschool Host Club, Haruhi is confused for a boy.
",True,False,,,True
4541,"In the 2nd season of Kamichama Karin, do the characters want to change their future?
",No,Yes,,,Yes
4542,"Terry Jones studied English at university, and one of his earliest books was an academic study centred on this famous Emglish writer.
",Geoffrey of Monmouth,William Shakespeare,Geoffrey Chaucer,John Milton,Geoffrey Chaucer
4543,"Terry Jones collaborated with Michael Palin at university and subsequently on many television shows.  Which of the following was not one of them?
",How to Irritate People,Do Not Adjust Your Set,Twice a Fortnight,The Complete and Utter History of Britain,How to Irritate People
4544,"Terry Jones wrote and directed the film Erik the Viking, whose plot is markedly different from his earlier childrens book The Saga of Erik the Viking.
",True,False,,,True
4545,"Which of these films was not directed by Terry Jones?
",And Now for Something Completely Different,Personal Services,The Wind in the Willows,Erik the Viking,And Now for Something Completely Different
4546,"Terry Jones once said that Ireland had only ever banned four films, and he had directed three of them.
",False,True,,,True
4547,"Terry Jones wrote the novel Douglas Adamss Starship Titanic, based on the computer game. Which of the following associated statements is true?
",Terry Jones claimed to have written the entire book while in the nude.,Terry Jones wrote it because Adams was too busy developing the computer game.,"Terry Jones was a voice actor for the game, playing the Parrot.",All statements are true.,All statements are true.
4548,"Terry Jones has co-written and presented several historical documentary series. Which of the following is not one of them?
",The Crusades,Medieval Lives,The Normans,Barbarians,The Normans
4549,"Terry Jones has written and directed an opera.
",True,False,,,True
4550,"Terry Jones became a father after the age of sixty.
",False,True,,,True
4551,"In the TV series Living Single, Kyle and Max got married.
",True,False,,,False
4552,"Khadijah James was portrayed by Queen Latifah in the TV series Living Single.
",True,False,,,True
4553,"On the TV show Living Single, Russell Montego was a Jamaican-born music editor.
",False,True,,,True
4554,"Which Living Single character always had a different wig?
",Sinclair,Max,Kyle,Regine,Regine
4555,"Which of these characters got married on the TV show Living Single?
",Max and Overton,Kyle and Khadijah,Sinclair and Overton,Regine and Russel,Sinclair and Overton
4556,"Where was the TV show Living Single set?
",Cleveland,Brooklyn,Boston,Chicago,Brooklyn
4557,"What Living Single character ran for political office?
",Regine,Khadijah,Max,Kyle,Max
4558,"Who is Karins love interest in the early episodes of Kamichama Karin?
",Kirika Karasuma,Kazune Kujyou,Kirio Karasuma,Naruto Uzumaki,Kirika Karasuma
4559,"What character did Karin kiss first in the series Kamichama Karin?
",Kujyou Suzune,Kujyou Karin,Nishikiori Micchi,Mary Ann,Nishikiori Micchi
4560,"Who was the future son of Karin and Kazune in the anime series Kamichama Karin?
",Eriaa,Suzune,Himeka,Shii-chan,Suzune
4561,"To whom did Kazune confess his love for Karin when Karin wasnt around in the series Kamichama Karin?
",Athena,Kiro,Nishikiori Micchi,Shiro,Nishikiori Micchi
4562,"Who is Karin and Kazunes rival in the Japanese anime series Kamichama Karin?
",Kirio,Athena,Micchi,Himeka,Kirio
4563,"Which of the following Friends episodes is not from Season 1?
",The One With Rachels Crush,The One with the Birth,The One With All the Poker,The One With the Blackout,The One With Rachels Crush
4564,"Which of the following Friends episodes is not from season 2?
",The One With Russ,The One With Joeys New Girlfriend,The One Where Ross and Rachel...You Know,The One With Ross New Girlfriend,The One With Joeys New Girlfriend
4565,"Which of these Friends episodes is not from season 3?
",The One With The Racecar Bed,The One Without The Ski Trip,The One with the Ick Factor,The One Where Monica and Richard Are Just Friends,The One with the Ick Factor
4566,"Which of the following Friends episodes is not from season 4?
",The One With the Invitation,The One With the Ballroom Dancing,The One With Joeys Award,The One With the Cuffs,The One With Joeys Award
4567,"Which of the following Friends episodes is not from season 5?
",The One with All the Jealousy,The One with All the Kissing,The One with All the Resolutions,The One with the Ride-Along,The One with All the Jealousy
4568,"Which of the following Friends episodes is not from season 6?
",The One Where Ross Got High,The One With The Routine,The One Where Ross is Fine,The One With Joeys Fridge,The One Where Ross is Fine
4569,"Which of the listed Friends episodes is not from season 7?
",The One Where They All Turn Thirty,The One With the Ring,The One With the Cheap Wedding Dress,The One With Rachels Assistant,The One With the Ring
4570,"Which of the following Friends episodes is not from season 8?
",The One With The Secret Closet,The One With The Video Tape,The One Where Rachel is Late,The One With the Sharks,The One With the Sharks
4571,"Which of the following Friends episodes is not from season 9?
",The One With The Boob Job,The One With the Blackout,The One With Christmas in Tulsa,The One With the Pediatrician,The One With the Blackout
4572,"Which of these Friends episodes is not from season 10?
",The One With The Birth Mother,The One With the Cop,The One Where Joey Speaks French,The One Where Estelle Dies,The One With the Cop
4573,"What was Ellen DeGeneres major at the University of New Orleans?
",Acting,Sociology,Mathematics,Communications,Communications
4574,"Ellen DeGeneres has claimed that this comedian was one of her biggest influences in the 1980s.
",Eddie Murphy,Whoopi Goldberg,Steve Martin,Jay Leno,Steve Martin
4575,"What is the name of the episode of the Ellen sitcom in which Ellen DeGeneres reveals her homosexuality to Oprah Winfrey?
",The Closet Episode,The Bathroom Episode,The Puppy Episode,The Kitty Episode,The Puppy Episode
4576,"What award show did Ellen DeGeneres host on November 4, 2001, soon after the terrorist attack of September 11, 2001?
",The Golden Globe Awards,The Academy Awards,The Emmy Awards,The MTV Movie Awards,The Emmy Awards
4577,"Andrew Stanton, director of the 2003 movie Finding Nemo, confessed that this was the reason he chose Ellen DeGeneres for the voice role of Dory the fish.
",Ellens voice had a very funny tone.,All of these,Ellen sounded very confused when trying to explain something.,Ellen changed the subject five times before one sentence had finished.,Ellen changed the subject five times before one sentence had finished.
4578,"Which of these actresses has Ellen DeGeneres dated?
",Portia de Rossi,Alexandra Hedison,Anne Heche,All of these,All of these
4579,"What is the name of the 1996 romantic comedy movie in which Ellen DeGeneres character accidentally shoots her future husband at their wedding?
",Widow To Be,The Groom,Mr. Wrong,Prince Charming,Mr. Wrong
4580,"What is the occupation of Ellen DeGeneres character in the 1999 movie The Love Letter?
",Florist,Actress,Writer,Manager,Manager
4581,"Actress and comedian Ellen DeGeneres was born on January 26, 1958 in this state.
",Texas,South Dakota,Maryland,Louisiana,Louisiana
4582,"What was Ellen DeGeneres explanation on her hosting the The Ellen DeGeneres Show from her bed with a torn ligament in her back?
","Come what may, Ellen is here to stay!","Dont laugh, I love my job, I cant survive without people laughing at me.","Lifes short, get the most of it, even and especially when youre in bed!",Show must go on.,Show must go on.
4583,"What type of dragon slayer is Fairy Tail character Natsu Dragneel?
",Thunder,Poison,Sky,Fire,Fire
4584,"In the Fairy Tail anime and manga series, what type of dragon slayer is Wendy Marvell?
",Sky,Iron,Fire,Thunder,Sky
4585,"What type of dragon slayer is Gajeel Redfox in the Fairy Tail series?
",Iron,Sky,Poison,Thunder,Iron
4586,"Who is the master of Fairy Tail in the self-titled anime and manga series?
",Mirajane,Laxus Dreyar,Loke,Makarov,Makarov
4587,"In the Fairy Tail anime and manga series, Exceed is a race of what type of animals?
",Winged Dogs,Winged Lions,Winged Rats,Winged Cats,Winged Cats
4588,"Which one of the Fairy Tail characters is the heaviest drinker?
",Gildarts Clive,Mirajane,Cana Alberona,Levy McGarden,Cana Alberona
4589,"What Fairy Tail character often uses the word man?
",Makarov,Loke,Elfman,Laxus Dreyar,Elfman
4590,"Who is the Celestial Mage of Fairy Tail?
",Cana Alberona,Lucy Heartfilla,Gray Fullbuster,Erza Scarlett,Lucy Heartfilla
4591,"What kind of magic does Gray Fullbuster use in the Fairy Tail manga and anime series?
",Earth,Ice,Water,Fire,Ice
4592,"What kind of magic does Fairy Tail character Erza Scarlet use?
",Break,Dark,Bend,Re-quip,Re-quip
4593,"What type of Pokemon is Charmander?
",water,fire,normal,grass,fire
4594,"What Pokemon species is Kakuna?
",water,normal,bug,flying,bug
4595,"What type of Pokemon is Fearow?
",water,fire,normal,flying,flying
4596,"Raticate evolves from Rattata and is this type of Pokemon.
",flying,grass,normal,water,normal
4597,"What type of Pokemon is Pidgeot?
",flying,both of these,none of these,normal,both of these
4598,"Arbok is a vengeful Pokemon creature of this type.
",poison,flying,normal,grass,poison
4599,"What type of Pokemon is the aggressive and short-tempered Mankey?
",poison,normal,flying,fighting,fighting
4600,"What type of Pokemon is the Psyduck which is constantly stunned by its headache?
",normal,flying,water,poison,water
4601,"What type of Pokemon is Graveler?
","normal, grass","rock, ground","flying, poison","earth, normal","rock, ground"
4602,"Who is NOT a contestant in the first season of the show Groomer Has It? (eliminated people included)
",Amber,Jorge,John,Jessica,John
4603,"Who was the first person to get eliminated on the show Groomer Has It?
",Lisa,Jasper,Jessica,Amber,Lisa
4604,"What is the name of the building the groomers stay and work in on Groomer Has It?
",Groomer Has It Building,The Dog Park,The Kennel,The Dog House,The Dog House
4605,"Which of these Days of Our Lives characters was the first to die?
",Abe,Rex,Alice,Bo,Abe
4606,"Who was the first person to find Jack dead in the TV series Days of Our Lives?
",Maggie,Julie,Jennifer,Hope,Maggie
4607,"Which of the following did Days of Our Lives character Maggie do?
",She let the killer in her own house,She shot someone.,She left town.,She followed the killer.,She let the killer in her own house
4608,"Where did Days of Our Lives character Caroline Brady die?
",at hospital,at church,at Maggies funeral,at home,at church
4609,"Who held the presumptive murder weapon when Days of Our Lives character Cassie Brady was found dead?
",Marlena,Tony,Kate,Roman,Kate
4610,"On what day did Days of Our Lives character Cassie Brady die?
",New Years Eve,Christmas,Halloween,Thanksgiving,Thanksgiving
4611,"What Days of Our Lives character died on their own wedding day?
",Roman,Hope,Sami,Cassie,Roman
4612,"How did Tony die on the TV show Days of Our Lives?
",He was stabbed with a sword.,He was poisoned at hospital.,He was shot.,He was ravaged by a tiger.,He was poisoned at hospital.
4613,"What Days of Our Lives character choked on their own doughnut?
",Sami,Julie,Alice,Marlena,Alice
4614,"On the TV show Days of Our Lives, Kates wedding dress was covered in blood and she let out a horrible scream.
",False,True,,,True
4615,"Which of these Days of Our Lives characters locked the cage at the circus so the killer could not get in?
",Julie,Sami,Mimi,Kate,Sami
4616,"Which of these characters were locked in the cage on the TV show Days of Our Lives?
","Belle, Cassie, Mimi, Sami, Jennifer","Hope, Alice, Maggie, Julie, Bonnie","Kate, Sami, Bonnie, Mimi, Julie","Jennifer, Hope, Alice, Julie, Kate","Kate, Sami, Bonnie, Mimi, Julie"
4617,"On the TV show Days of Our Lives, which of these characters that were in the cage got rid of the killer by blowing fire in his face?
",Julie,Sami,Bonnie,Kate,Bonnie
4618,"Which Days of Our Lives characters were caught between the killer and the tiger at one point?
",Doug and Julie,Cyleste and Lexi,Brady and Nicole,John and Hope,Cyleste and Lexi
4619,"Who was the Salem Stalker on the TV show Days of Our Lives?
",Stefano,Tony,Marlena,Nicole,Marlena
4620,"Life in the Middle of the City is the translation of the title a soap opera from which country?
",Estonia,Finland,Lithuania,Latvia,Estonia
4621,"Two Sides of the Coin is the translation of a the title of a soap opera from which country?
",Poland,Czech Republic,Hungary,Slovakia,Poland
4622,"Belindas Shadow is a soap opera from which country?
",Puerto Rico,Mexico,Panama,Argentina,Puerto Rico
4623,"Whiter Church is the literal translation of the title of a soap opera from which country?
",Belgium,Luxembourg,Netherlands,German,Belgium
4624,"The Department Store is the translation of the title of a soap opera from which country?
",South Africa,South Korea,Spain,Sweden,Sweden
4625,"Secrets of Heaven is the translation of the title of a soap opera from which country?
",Turkey,Russia,Romania,Serbia,Turkey
4626,"Roofs of Glass is the translation of the title of a soap opera from which country?
",Brazil,Spain,Poland,Portugal,Portugal
4627,"Lessons of Life is the translation of the title of a soap opera from which country?
",Malaysia,Pakistan,Indonesia,India,Malaysia
4628,"Black Chronicle is the translation of the title of a soap opera from which country?
",Serbia,Bosnia and Herzegovina,Russia,Slovakia,Bosnia and Herzegovina
4629,"Hotel Victory is the translation of the title of a soap opera from this country.
",Denmark,German,Sweden,Norway,Sweden
4630,"Complete the name of this popular Star Wars character:
",Kenobi,Fisto,Skywalker,Windu,i-Wan ___________
4631,"What was the name of the clone trooper captain CC-7567, who served under Anakin Skywalker?
",Fox,Rex,Cody,Romio,Rex
4632,"Which of these characters wants to kill Jedi master Mace Windu?
",Boba fett,Bossk,Araa sing,IG-88,Boba fett
4633,"Where does Star Wars character Cody die?
",Naboo,In space,None of these,Corosant,None of these
4634,"What colour is Plo Koons starfighter in the Star Wars universe?
",red,pink,none of these,blue,blue
4635,"What color is Star Wars character Yoda?
",green,pink,brown,blue,green
4636,"What species is Star Wars character Kit Fisto?
",none of these,Human,Zodo,Andian,none of these
4637,"Name the Supreme Chancellor who is the main antagonist in the Star Wars saga.
",Kenobi,Koon,Palpatine,Voulrom,Palpatine
4638,"How old was popular fictional character Yoda when he died?
",about 500,about 900,about 400,about 56,about 400
4639,"Is the name of Yodas species revealed?
",No,Yes,,,No
4640,"In the context of the television show Dollhouse, what exactly is a doll?
",a prostitute,a secret agent,a genetically engineered human being endowed with certain capabilities,a person whose mind has been erased,a person whose mind has been erased
4641,"Of the following Dollhouse characters, which one is not and never was a doll?
",Victor,Mellie,Dr. Saunders,Adelle,Adelle
4642,"In the TV show Dollhouse, when a person becomes a doll, what happens to the persons original personality?
",The original personality is lost.,"The original personality is recorded, and then destroyed.","The original personality is still part of the persons psyche, just suppressed.",The original personality is recorded and stored away to be restored to the person at the termination of the contract.,The original personality is recorded and stored away to be restored to the person at the termination of the contract.
4643,"Of the following Dollhouse characters, which one believes that people have no soul apart from their mental processes?
",Adelle DeWitt,Paul Ballard,Topher Brink,Boyd Langton,Topher Brink
4644,"The following actors all appear on Dollhouse at various times (as the characters in parentheses).  Which one of these actors never appeared on the TV show Angel?
",Fran Kranz (Topher Brink),Amy Acker (Dr Claire Saunders/Whiskey),Alexis Denisof (Senator Perrin),Eliza Dushku (Echo),Fran Kranz (Topher Brink)
4645,"In the TV show Dollhouse, who goes to The Attic?
",Dolls who do a really good job,Employees who get promoted,Anyone who is considered more a liability than an asset,Dolls who need a vacation,Anyone who is considered more a liability than an asset
4646,"In the TV show Dollhouse, when Whiskey discovers that shes a doll, why does she not want her original personality restored?
",Because her former life was so unpleasant,"Because her dolls personality would be lost, which would be like dying",Because shes programmed to not want to return to her former self,Because her contracts not up yet,"Because her dolls personality would be lost, which would be like dying"
4647,"Which of the following Dollhouse characters are in love with each other?
",Victor and Sierra,Whiskey and Topher,Adelle DeWitt and Boyd Langton,Paul Ballard and Echo,Victor and Sierra
4648,"In the TV show Dollhouse, why does Dr. Saunders not like the way Topher Brink smells?
",He wears a cologne which she doesnt care for.,He doesnt believe in using deodorant.,Its a subconscious mechanism to defend herself against him.,He programmed her not to like him.,He programmed her not to like him.
4649,"Of the following dolls in the TV series Dollhouse, which was let out of his or her contract early?
",November,Sierra,Whiskey,Alpha,November
4650,"After which season did the show Futurama get canceled in 2007?
",6th,8th,3rd,5th,5th
4651,"In 2008, Comedy Central brought back the show Futurama with brand new episodes.
",True,False,,,True
4652,"The creators of Futurama made direct to DVD movies based on the show.
",True,False,,,True
4653,"In the show Futurama, how many years did Fry get sent into the future?
","1,000","5,000","10,000","1,000,000","1,000"
4654,"On the show Futurama, what was Frys girlfriends name, when he lived in 1999?
",Leela,Beth,Michelle,Annie,Michelle
4655,"What year did the sitcom Laverne  Shirley first hit the airwaves?
",1978,1976,1977,1975,1976
4656,"What was Lavernes last name on the show Laverne  Shirley?
",De Fazio,Marshall,Esposito,Tortelli,De Fazio
4657,"Where did Laverne and Shirley from the self-titled show work?
",Shotz Brewery,Anheuser Busch,Schlitz Beer,Johnnies Liquor Store,Shotz Brewery
4658,"What was the name of Shirleys boyfriend on the show Laverne  Shirley?
",Joey,Mario,Carmine,Lenny,Carmine
4659,"The sitcom Laverne  Shirley was a spinoff of the 70s hit show  Happy Days.
",True,False,,,True
4660,"What was the birth name of the annoying next door neighbor Squiggy on the show Laverne  Shirley?
",William Johnson,Jonathan Schwartz,Joseph Squiggman,Andrew Squiggmann,Andrew Squiggmann
4661,"Who performed Making Our Dreams Come True, the theme song of Laverne  Shirley?
",Suzi Quatro,Cyndi Grecco,Janis Ian,Penny Marshall,Cyndi Grecco
4662,"What was the name of  Lavernes Italian born father in the ABC series Laverne  Shirley?
",Pete,Frank,Gino,Tony,Frank
4663,"In the Fall of 1980, the characters of  Laverney  Shirley left Milwaukee and moved to which city?
",Los Angeles,Las Vegas,New York,Philadelphia,Los Angeles
4664,"Which actor played Lenny Kosnowski on the sitcom Laverne  Shirley?
",Ed Marinaro,Michael McKean,Michael Keaton,Ted McGinley,Michael McKean
4665,"When did Gilligans Island appear on TV for the first time?
",In 1968,In 1965,In 1964,In 1967,In 1964
4666,"During the first season of the sitcom Gilligans Island, which two characters werent mentioned in the credits or the theme song?
",Ginger and Mary Ann,The Professor and Mary Ann,Mr. and Mrs. Howell,The Professor and Ginger,The Professor and Mary Ann
4667,"The sightseeing tour, during which the Gilligans Island characters shipwrecked, was planned to last for how long?
",3 months,3 days,3 years,3 hours,3 hours
4668,"Who was the only one of the Gilligans Island cast that refused to return for any of the sitcoms movie sequels?
",Russell Johnson,Dawn Wells,Tina Louise,Jim Backus,Tina Louise
4669,"The castaways on the sitcom Gilligans Island were on what boat, when they got stranded on the deserted island?
",S. S. Minnesota,S. S. Moth,S. S. Hawaiian,S. S. Minnow,S. S. Minnow
4670,"What was the real name of Skipper, a character, played by Alan Hale Jr. on the TV series Gilligans Island?
",Skip Grover,Jonas Grumby,Roy Hinkley,Bob Denver,Jonas Grumby
4671,"Who produced the sitcom Gilligans Island?
",Bob Denver,Alan Hale Jr,Sherwood Schwartz,Phil Silvers,Sherwood Schwartz
4672,"Where was the Gilligans Island character Mary Ann Summers from?
","Anaheim, California","Paradise, Pennsylvania","Horners Corners, Kansas","Omaha, Nebraska","Horners Corners, Kansas"
4673,"The first episode of Gilligans Island was actually filmed on the Hawaiian island Kauai .
",True,False,,,True
4674,"Wrong-Way Feldman, a reccurring character on the sitcom Gilligans Island, was portrayed by which actor?
",Jim Backus,Louis Quinn,Hans Conried,Larry Storch,Hans Conried
4675,"How many episodes were there of the TV series Gilligans Island?
",108,100,88,98,98
4676,"In Gilligans Islands episode Gilligan Meets Jungle Boy which actor played the jungle boy?
",Arnold Schzanegger,Kurt Russell,Tom Cruise,Harrison Ford,Kurt Russell
4677,"Which actress played character Erika Tiffany Smith in the episode Erika Tiffany Smith to the Rescue on the Gilligans Island series?
",Eva Marie Saint,Zsa Zsa Gabor,Mae West,Eva Gabor,Zsa Zsa Gabor
4678,"When did the TV series Gilligans Island go off the air?
",1965,1966,1964,1967,1967
4679,"What year did the American sitcom Taxi first hit the airwaves?
",1976,1982,1978,1980,1978
4680,"What actor played the character Louie De Palma on Taxi?
",Danny DeVito,Hal Linden,Judd Hirsch,Maxwell Gail,Danny DeVito
4681,"At the end of the 1981 season of Taxi, character Latka Gravas got married to which woman?
",Buschka,Ethel,Simka,Tukija,Simka
4682,"On the show Taxi , cab driver Bobby Wheeler, portrayed by Jeff Conaway, had what other profession?
",Actor,Comedian,School teacher,Shea Stadium Vendor,Actor
4683,"Which actress played Elaine Nardo in the American TV series Taxi?
",Stephanie Powers,Marilu Henner,Joyce DeWitt,Pam Dawber,Marilu Henner
4684,"The American sitcom Taxi told the story of several taxi drivers in San Francisco.
",True,False,,,False
4685,"What was the last name of the ex-hippie Jim on the hit sitcom Taxi?
",Ignatowski,Gasparro,Pretakiewicz,Wojciechowski,Ignatowski
4686,"On the sitcom Taxi, cab driver Tony Banta had what other job?
",Actor,Construction Worker,Ventriloquist,Boxer,Boxer
4687,"In 1983, Judd Hirsch received an Emmy Award for playing which character on the comedy series Taxi?
",Jack Nussbaum,Jeff Bennett,Eddie Schwartz,Alex Reiger,Alex Reiger
4688,"What year did the American comedy series Taxi go off the airwaves?
",1985,1981,1983,1987,1983
4689,"What year did the sitcom Growing Pains make its television debut?
",1982,1988,1985,1987,1985
4690,"Who played  Dr. Jason Seaver on the television show Growing Pains?
",Alan Funt,Alan Thicke,Ethan Allen,Allen Parsons,Alan Thicke
4691,"Is it true that Tracey Gold, who played Carol Seaver on Growing Pains, has a sister in real life who appeared on another hit sitcom in the 80s?
",No,Yes,,,Yes
4692,"Actor Leonardo DiCaprio was a regular on the ABC television show Growing Pains.
",True,False,,,True
4693,"What was the theme song of Growing Pains, performed by B. J. Thomas, Jennifer Warnes?
",As Long As We Got Each Other,Without Us,Up Where We Belong,Brand New Life,As Long As We Got Each Other
4694,"Did Friends star Matthew Perry appear on the show Growing Pains?
",No,Yes,,,Yes
4695,"In 1991, Kirk Cameron married which cast member of the show Growing Pains?
",Chelsea Noble,Joanna Kerns,Julie McCullough,Tracey Gold,Chelsea Noble
4696,"Who was Mikes best friend on the show Growing Pains?
",Billy,Eddie,Stinky,Boner,Boner
4697,"What was the name of the mother of three children, portrayed by Joanna Kerns in the sitcom Growing Pains?
",Maggie,Lisa,Midge,Margie,Maggie
4698,"What year did the ABC series Growing Pains go off the air?
",1994,1992,1996,1990,1992
4699,"In The Drummer Boy, an episode of the TV series The Brady Bunch, Peters football teammates made fun of him for what reason?
",He had joined the dance club at school,He had a huge zit on the tip of his nose,He had joined the glee club at school,His voice was changing,He had joined the glee club at school
4700,"In the Father of the Year episode of  The Brady Bunch, Marcia sneaks out of her bedroom window, as a result of which she is grounded by her new father. Why did she have to sneak out after bedtime?
",to feed a homeless cat,to wait for her mother,to meet her boyfriend,to mail a letter,to mail a letter
4701,"On The Brady Bunch, prompted by her desire to impress Clark Tyson, Jan invented a boyfriend, whose name was what?
",Ron Glass,Harvey Spoon,George Bush,George Glass,George Glass
4702,"During the first season of The Brady Bunch, Cindy accuses her step-brother, Bobby of stealing and hiding her Kitty Karryall doll. What really happened to her doll?
",Marcia threw it out because she thought Cindy was too old for dolls.,Tiger took the doll to his doghouse,Bobby traded the doll to a friend for a kazoo,Cindy herself mislaid the doll,Tiger took the doll to his doghouse
4703,"On the The Brady Bunch, what actress played the shop assistant who sold Jan a wig?
",Carol Kester,Marcia Wallace,Shirley Jones,Suzanne Pleshette,Marcia Wallace
4704,"In the famous TV show, the Bradys lived at what address?
",4222 Sunnyvale St,4222 Clinton Ave,4222 Jefferson Ave,4222 Maple St,4222 Clinton Ave
4705,"In Never Too Young, an episode of The Brady Bunch, Bobby kisses Millicent, a character portrayed by which actress?
",Tatum ONeal,Jodie Foster,Melissa Gilbert,Melissa Sue Anderson,Melissa Sue Anderson
