,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
609,"Which use of Goliath is correct?
",Switzerland is the Goliath of international politics.,The FIFA 2006 World Cup final between France and Italy was like David against Goliath.,The local grocery successfully competed against the nearby Goliath supermaket,Fiesta is a real Goliath among Fords models.,The local grocery successfully competed against the nearby Goliath supermaket
610,"How would you describe a Samaritan?
",A person who helps people in need,An enemy,A person who migrates to a foreign country,An egoist,A person who helps people in need
611,"Who is the salt of the earth?
",People who spread gossips,"Decent, reliable people",People who do not keep their word,All Christians,"Decent, reliable people"
612,"Who can be best described as doubting Thomas?
",Someone who believes only what he sees,Anyone who doesnt believe in God,A left-wing politician,"A scientist (especially in physics, mathematics, chemistry and biology)",Someone who believes only what he sees
613,"Which of the following can be described as a prodigal son?
",The youngest son in the family,A young man who wastes his parents money on parties,A son that is very obedient and does dutifully everything his parents tell him,The firstborn son,A young man who wastes his parents money on parties
614,"What does the sentence Ann was the apple of Marks eye tell us about the relation between those two?
",Mark hates Ann.,Mark is deeply in love with Ann.,Ann is deeply in love with Mark.,Ann hates Mark.,Mark is deeply in love with Ann.
615,"What characteristic is commonly attributed to King Solomon?
",Wealth,Lust,Hunger,Wisdom,Wisdom
616,"What message am I conveying, if I say I dont know him from Adam?
",I know very little about the person.,"In spite of the negative form, the idiom means that you know someone very well.",The person is completely unknown to me.,I dont know his true character.,The person is completely unknown to me.
617,"What does the phrase of biblical proportions mean?
","of a vast, enormous scale",of little importance,related to a flood,very sinful in its nature,"of a vast, enormous scale"
618,"If John knows Mary in the biblical sense, what can we say about the pair?
",Mary is Johns sister.,They have had sex.,Their parents decided about their marriage.,"They are in a Platonic relationship (ie. love, but no sex).",They have had sex.
619,"What Biblical character said the following?
",Esther,Esther,Martha,Ruth," petition and my request is this:If the king regards me with favor and if it pleases the king to grant my petition and fulfill my request, let the king and Haman come tomorrow to the banquet  I will prepare for them. Then I will answer the kings question."
620,"The following words belong to this biblical figure:
",Job,Jesus,John the Baptist,Abraham,"y the day of my birth perish, and the night it was said,A boy is born! That day-may it turn to darkness; may the God above not care about it; may no light shine upon it."
621,"What Biblical hero delivered these words?
",Samson,Samson,Solomon,David,"t of the eater, something to eat; out of the strong, something sweet."
622,"What Biblical character asked the following question? 
",Jesus,Peter,Jude,Jesus," I leading a rebellion, that you have come out with swords and clubs to capture me?"
623,"What character from the Bible said the following? Get rid of that slave woman and her son, for that slave womans son will never share in the inheritance with my son Isaac.
",Ruth,Sarah,Leah,Rebeccah,Sarah
624,"Who said the following: It is not the healthy who need a doctor, but the sick. But go and learn what this means: I desire mercy, not sacrifice. For I have not come to call the righteous, but sinners.
",John,Jesus,Joseph,Matthew,Jesus
625,"What Biblical figure said this? 
",Issac,Jacob,Esau,Adam,"am now an old man and dont know the day of my death. Now then, get your weapons-your quiver and bow-and go out to the open country to hunt some wild game for me. Prepare me the kind of tasty food I like and bring it to me to eat, so that I may give you my  blessing before I die."
626,"Name the Biblical character who delivered these words: Pick me up and throw me into the sea, and it will become calm, I know that is is my fault that this great storm has come upon you.
",Obadiah,Micah,Haggai,Jonah,Jonah
627,"What character from the Bible said this?
",Martha,Queen Vashti,Martha,Mary,rd dont you care that my sister has left me to do the work by myself? Tell her to help me!
628,"Who delivered these words: Suppose I go to the Israelites and say to them, The God of your fathers has sent me to you, and they ask me, 鈥榃hat is his name? Then what shall I tell them?
",Joseph,Jonah,Moses,Aaron,Moses
629,"What is the symbol of the dhamma (dharma)?
",flag,wheel,chair,flower,wheel
630,"What Buddhist term refers to the cycle of reincarnation or rebirth?
",Dharma,Samsara,Naraka,Asura,Samsara
631,"What does the word buddha mean?
",light,the only one,god,awake,awake
632,"What is the path to happiness in Buddhism?
",ancient path,path of freedom,path of love,middle way,middle way
633,"According to Buddhism what are the3 evil roots/defilements that hide the truth from us?
","hatred, greed, selfishness","delusion, confusion, anger","delusion, hatred, jealousy","delusion, hatred, greed","delusion, hatred, greed"
634,"In Buddhism which of these beings inhabit Hells?
",Brahmas,Preta,Naraka beings,Asuras,Naraka beings
635,"According to Buddhism, life is or leads to suffering in one way or another.
",False,True,,,True
636,"It is generally accepted that the last words of the Buddha were: All component things are transient, work out your salvation with diligence.
",True,False,,,True
637,"Kamma is only one of the 5 natural laws that Buddha spoke about.
",False,True,,,True
638,"According to Buddhism there are realms of existences other than human and animal realm.
",True,False,,,True
