,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
2308,"For what 1988 movie did Michael Douglas win an Academy Award for best leading actor?
",Basic Instinct,Jewel of The Nile,Wall Street,The War of The Roses,Wall Street
2309,"Where is Michael Douglass mother from?
",Los Angeles,Bermuda,Phoenix,Mexico City,Bermuda
2310,"In 1994 Michael Douglas teamed up with Kathleen Turner to do Basic Instinct.
",False,True,,,False
2311,"How many children did Michael Douglas have prior to 1999?
",5,3,2,1,1
2312,"In the movie Falling Down Michael Douglas played a disgruntled postal worker.
",True,False,,,False
2313,"Between 1966 and 2006 Michael Douglas was involved in at least one movie per year.
",False,True,,,False
2314,"In which U.S. state was actress Meryl Streep born?
",New York,Philadelphia,New Jersey,Pennsylvania,New Jersey
2315,"What is the middle name of Meryl Streep?
",Elisa,Jane,Erika,Louise,Louise
2316,"Which one of these actresses is known to have despised Meryl Streep as an actress?
",Bette Davis,Audrey Hepburn,Katharine Hepburn,Lucille Ball,Katharine Hepburn
2317,"For which of the following movies did Meryl Streep win the Best Actress Oscar?
",Adaptation,Sophies choice,The Deer Hunter,Kramer vs Kramer,Sophies choice
2318,"In which movie did Meryl Streep play a cynical and ruthless fashion magazine editor?
",Death Becomes Her,The Manchurian Candidate,The Devil Wears Prada,Silkwood,The Devil Wears Prada
2319,"This actress was replaced by Meryl Streep for the lead in Music of the Heart.
",Catherine Zeta-Jones,Jennifer Lopez,Madonna,Nicole Kidman,Madonna
2320,"In which category did Meryl Streep win an Oscar for her role as Joanna Kramer in Kramer vs Kramer.
",Best make-up,Best Actress,She didnt win,Best Actress in a Supporting Role,Best Actress in a Supporting Role
2321,"In what year did Meryl Streep receive her first Academy Award nomination?
",1960,1980,1985,1979,1979
2322,"Which of the following actresses did not co-star with Meryl Streep in the 2002 movie The Hours.
",Julianne Moore,Nicole Kidman,Courteney Cox,Miranda Richardson,Courteney Cox
2323,"Meryl Streep voiced a character in which of the following animation movies?
",A bugs life,The Little Mermaid,The Ant bully,Shrek,The Ant bully
2324,"The movie Man on the Moon, directed by Milos Forman, was based on the life story of this legendary stand-up comedian.
",Jake Johannsen,Arsenio Hall,D.L. Hughley,Andy Kaufman,Andy Kaufman
2325,"The work of this legendary stand-up comedian has influenced many other performers, and artists like Radiohead, Tool, Fila Brazilla have albums, dedicated to his memory.
",Darrell Hammond,Brian Haley,Bill Hicks,Johnny Hardwick,Bill Hicks
2326,"The words  I used to do drugs. I still do, but I used to, too belong to which of these stand-up comedians?
",Mitch Hedberg,Fred Wolf,Ron White,Mark Wirtz,Mitch Hedberg
2327,"This legendary Academy Award-winning actor, who starred in numerous movies such as Good Will Hunting, Hook and Popeye, begun his career as a stand-up comedian.
",Mat Damon,Dustin Hoffman,Gabriel Birne,Robin Williams,Robin Williams
2328,"This legendary stand-up comic, who starred in many cult movies, such as Reservoir Dogs and Coffee and Cigarettes, is famous for his slow, monotonous voice and deadpan delivery.
",Vince Vaughn,Steve Buscemi,Steven Wright,Roberto Benigni,Steven Wright
2329,"This great stand-up comedian, is most famous for hosting The Daily Show on Comedy Central.
",Red Skelton,Jay Leno,Jon Stewart,Joe Rogan,Jon Stewart
2330,"This American Golden Globe- and Emmy Award-winning actor and comedian, produced, co-wrote and starred in Bee Movie.
",Paul Rodriguez,Don Rickles,Bob Saget,Jerry Seinfeld,Jerry Seinfeld
2331,"This legendary stand-up comedian, has reached world fame and acclaim with numerous blockbusters, such as Beverly Hills Cop, The Nutty Proffesor, Boomerang and many others.
",Chris Rock,Eddie Murphy,Martin Lawrence,Eddie Griffin,Eddie Murphy
2332,"This legendary stand-up comedians most controversial routine, called Seven Dirty Words, was the central focus of the Supreme Court case F.C.C. v. Pacifica Foundation.
",Cedric the Entertainer,George Carlin,Tommy Chong,Robin Williams,George Carlin
2333,"This American comedians most famous stand-up routines include Killing Them Softly and For What Its Worth.
",Mario Cantone,George Burns,Dave Chappelle,Drew Carey,Dave Chappelle
2334,"Which statement concerning Sidney Poitiers birth is true?
",He was born on February 20th in 1927 in Florida.,"He was born on February 20th in 1937 on Cat Island, the Bahamas.",He was born on February 20th in 1927 on St. Kitts.,"He was born on February 20th in 1927 on Cat Island, the Bahamas.",He was born on February 20th in 1927 in Florida.
2335,"Which statement is untrue about Sidney Poitier?
","When he was 16, he moved to new York to study acting.","While a drama student, Poitier was once the understudy for Harry Belafonte.",Poitier worked as a janitor in The American Negro Theater in exchange for drama lessons.,Poitier came to the USA after graduating from High School in the Bahamas.,Poitier came to the USA after graduating from High School in the Bahamas.
2336,"Sidney Poitiers first big break came when he was featured in this famous Greek play.
",The Wasps,Lysistrata,Oedipus Rex,The Birds,Lysistrata
2337,"Sidney Poitiers first big hit movie was about an African-American doctor who confronts racist felons in a prison hospital ward. What was the name of this movie?
",Blackboard Jungle,Concrete Jungle,No Way out,Stir Crazy,No Way out
2338,"Sidney Poitier starred in the movie version of this Lorraine Hansberry play.
",All the Young Men,Paris Blues,A Raisin in the Sun,Lilies of the Field,A Raisin in the Sun
2339,"What was the name of the movie in which Sidney Poitier and Tony Curtis played runaway prisoners who were chained together.
",The Concrete Jungle,The Defiant Ones,In The Heat of the Night,The Blackboard Jungle,The Defiant Ones
2340,"Sidney Poitier was the first African American to win the Oscar for Best Actor. For which movie did he win this award?
",The Jackal,Lilies of the Field,Guess Whos Coming to Dinner,Porgy and Bess,Lilies of the Field
2341,"Sidney Poitier wrote this movie in which he stars as a possible love interest for Abbey Lincoln, a maid.
",For the Love of Ivy,Pretty Maids All in a Row,For the Love of Mary,The Preacher,For the Love of Ivy
2342,"In which of these movies did Sidney Poitier play a teacher?
",To Sir with Love,In the Heat of the Night,Blackboard Jungle,Lets Do It Again,To Sir with Love
2343,"Sidney Poitiers first wife was Juanita Hardy. This made this famous boxer Sidneys brother-in-law.
",Jack Johnson,Mike Tyson,Archie Moore,Joe Louis,Archie Moore
2344,"Sidney Poitier was named US Ambassador to Japan in 1997.
",True,False,,,False
2345,"This English guitarist, singer-songwriter and pianist is best known for his work with Humble Pie and his signature model Les Paul.
",Jeff Beck,Peter Frampton,Ace Freely,Don Henley,Peter Frampton
2346,"This A-List actor got his first movie break in the movie The Cry Baby Killer and has been nominated for an Academy Award in 5 different decades. If youre the lucky actress starring with him and he wins an Oscar, youll win one too...its happened 3 times!
",Roger Corman,Jack Nicholson,Peter Lorre,Dennis Hopper,Jack Nicholson
2347,"Not only did Marilyn Monroe star in 1953s Calamity Jane, but she was also an accomplished singer having several chart toppers.
",False,True,,,False
2348,"Although this actors career didnt last that long his legacy will live on through his movies. He was born in 1931 and was the 1st actor to receive a posthumous Academy Award nomination for Best Actor.
",David Bacon,Christopher Marlowe,James Dean,Brandon de Wilde,James Dean
2349,"Lynn Redgrave starred in the movies Julia, Deja Vu and made an appearance on the television series Nip/Tuck.
",False,True,,,False
2350,"Ms. Farrah Fawcett was born in Corpus Christi, Texas.
",False,True,,,True
2351,"Ms. Farrah Fawcett appeared in several commercials, including a campaign for what shampoo company?
",Pert,Vidal Sasoon,Wella Balsam,Noxema,Wella Balsam
2352,"On what series was Farrah Fawcetts first television guest spot?
",Six Million Dollar Man,Bewitched,I Dream of Jeannie,American Love,I Dream of Jeannie
2353,"Farrah Fawcetts last major movie appearance was in this 2004 film where she played the wife of Danny Glovers character.
",Barbershop 2,Undead,The Cookout,50 First Dates,The Cookout
2354,"Farrah Fawcett was of German, English, and Choctaw Native American ancestry.
",True,False,,,False
2355,"Farrah Fawcett was married to both Ryan ONeal and Lee Majors.
",False,True,,,False
2356,"What was the cause of Ms. Farrah Fawcetts death?
",Car accident,Suicide,Cancer,Overdose,Cancer
2357,"What 1980 movie starred Farrah Fawcett and Kirk Douglas?
",Saturn 3,The Blue Lagoon,Superman II,Extremities,Saturn 3
2358,"Farrah Fawcett starred in this comedy series that ran from 1996-2002. She appeared on the show after Michael J. Fox left in 2000.
",Spin City,Judging Amy,Seinfeld,Growing Pains,Spin City
2359,"What is his nickname of New Zealand-Australian film actor Russell Crowe?
",Rusty,The Crow,The Grunt,Cruel Crowe,Rusty
2360,"In 2003, Russell Crowe married this woman.
",Lucille Chadwick,Meg Ryan,Danielle Spencer,Claire Louise,Danielle Spencer
2361,"In 1999 Russell Crowe appeared in his first Disney movie. What was its name?
",Team Play,The Big Green,Five on the Ice,"Mystery, Alaska","Mystery, Alaska"
2362,"In 2000 Russell Crowe directed and produced a documentary about his band, Thirty Odd Foot of Grunts.  What is the name of this movie?
",Texas,The Showcase,The Commitments,The Grunts,Texas
2363,"This 2007 movie about a rough gang that roamed a suburb of Sydney, was directed by Russell Crowe.
",The Abbertons,Sydney Peak,South Dorchester,The Bra Boys,The Bra Boys
2364,"For which movie did Russell Crowe win his first Oscar?
",Gladiator,The Insider,Cinderella Man,A Beautiful Mind,Gladiator
2365,"Russell Crowe was in this 2007 movie about a 1970s American drug dealer who tries to import heroin in the coffins of Vietnam war soldiers.
",H,The Boys in Company C,Horse,American Gangster,American Gangster
2366,"In 1992 Russell Crowe starred with Anthony Hopkins in this movie in which big business is taught to smell the roses.
",Inside Moves,L.A. Confidential,Spotswood,All the Right Moves,Spotswood
2367,"In the movie Cinderella Man Russell Crowe plays boxer Jim Braddock. Who played Jim Braddocks wife?
",Jenny Agutter,Meg Ryan,Toni Collette,Renee Zellweger,Renee Zellweger
2368,"Russell Crowe portrayed the Nobel Prize winner John Nash in the 2001 movie A Beautiful Mind. When did John Nash win the Nobel Prize in mathematics?
",1992,He never did win the Nobel Prize in Mathematics.,1994,1991,He never did win the Nobel Prize in Mathematics.
2369,"This great English actor died during the filming of the 2000 movie Gladiator.
",Richard Harris,Richard Burton,Oliver Reed,Tony Burton,Oliver Reed
2370,"Which actor plays Mike Wallace in the 1999 movie The Insider?
",Christopher Plummer,Guy Pearce,Al Pacino,James Cromwell,Christopher Plummer
2371,"The 1997 movie L.A. Confidential focuses on the investigation of a murder by three different detectives.  Which of these actors is not in the movie?
",Ron Rifkin,Denzel Washington,James Cromwell,Guy Pearce,Denzel Washington
2372,"In the 2000 movie Proof of LIfe, Russell Crowes character gets the kidnapped victim home safely. Who plays this victim?
",Ron Rifkin,Meg  Ryan,Kevin Spacey,David Morse,David Morse
2373,"Which of the following actors did Robin Williams go to school with?
",None of these,Christopher Reeve,Robert Dinero,Al Pacino,Christopher Reeve
2374,"Robin Williams started his acting career as a stand-up comedian, performing for tips only.
",True,False,,,True
2375,"Which of the following movies did Robin Williams not appear in?
",The World according to Garp,Popeye,The Bridges of Madison county,The Birdcage,The Bridges of Madison county
2376,"How many children does Robin Williams have with his first wife?
",0,3,2,1,1
2377,"Robin Williams had a serious addiction to cocaine.
",True,False,,,True
2378,"Robin Williams older brother died in 2007. What was the cause of his death?
",Drug overdose,Complications from heart surgery,Car accident,Lung Cancer,Complications from heart surgery
2379,"Paul McCartney wrote this Beatles tune reportedly about a real life event involving a member of the Moody Blues.
",I Want You (Shes So Heavy),She Came in Through the Bathroom Window,You Never Give Me Your Money,Why Dont We Do It in the Road,She Came in Through the Bathroom Window
2380,"This Beatles song is from the Yellow Submarine album (1969) and written by John Lennon.
",Honey Pie,Lady Madonna,Hey Bulldog,Its All Too Much,Hey Bulldog
2381,"This psychedelic song by George Harrison was originally meant to be included on the Sgt. Peppers Lonely Hearts Club Band album.
",Tomorrow Never Knows,Savoy Truffle,Only a Northern Song,Blue Jay Way,Only a Northern Song
2382,"Which Beatles album is the song featured in the sound clip found on?
",Rubber Soul,The White Album,Abbey Road,Let It Be,Let It Be
2383,"This White Album tune is about an old fairy tale that John Lennon remembered from his youth.
",Rocky Raccoon,The Continuing Story of Bungalow Bill,Cry Baby Cry,"Ob-La-Di, Ob-La-Da",Cry Baby Cry
2384,"This song from the Revolver album is about one of John Lennons first LSD trips.
",Doctor Robert,Tomorrow Never Knows,She Said She Said,Im Only Sleeping,She Said She Said
2385,"This Harrison tune was performed on the Beatles very last concert in Candlestick Park on August 29, 1966.
",Dont Bother Me,Do You Want to Know a Secret,If I Needed Someone,Taxman,If I Needed Someone
2386,"This was the first song to be credited as being written by all four members of the Beatles.
",Good Night,All Together Now,Flying,Good Day Sunshine,Flying
2387,"This song was the B-side of the A Hard Days Night single in the UK.
",When I Get Home,Every Little Thing,I Should Have Known Better,Things We Said Today,Things We Said Today
2388,"This song is reportedly about McCartneys muse, and appears on their White Album.
",Mother Natures Son,Dear Prudence,Martha My Dear,I Will,Martha My Dear
2389,"Mick Jagger was present during the recording of this song, and is thought to have contributed backing vocals.
","Good Morning, Good Morning",And Your Bird Can Sing,Your Mother Should Know,Baby Youre a Rich Man,Baby Youre a Rich Man
2390,"The Great Wall Marathon along the Great Wall of China is annually held in what month?
",August,March,December,May,May
2391,"Which of the following was not invented in China?
",Compass,Glass,Paper,Gunpowder,Glass
2392,"What is the name of the science that studies China, Chinese history and Chinese culture?
",Chinology,Cynology,Sinology,Cinelogy,Sinology
2393,"Which of these statements about the giant panda, native to southern and central China, is true?
",The giant panda is not a bear but a large raccoon.,The giant panda hibernates.,The giant panda is also native to South America.,The giant pandas pupils are vertical slits.,The giant pandas pupils are vertical slits.
2394,"Which of these variants of the Chinese language has the largest number of native speakers?
",Mandarin,Wu,Cantonese,Xiang,Mandarin
2395,"Who was the first foreign political leader to visit the world-famous Shaolin temple in China?
",Russian President Vladimir Putin,UK Prime Minister Tony Blair,South African President Nelson Mandela,U.S. President George W. Bush,Russian President Vladimir Putin
2396,"Which of these martial arts is not Chinese?
",Dragon Kung Fu,Shaolin Quan,Kuen-Do,Taekwondo,Taekwondo
2397,"What two colours are featured on the national flag of the Peoples Republic of China?
",White and green,Red and white,Blue and yellow,Red and yellow,Red and yellow
2398,"Which of these lines consists only of movies starring Chinese actress Zhang Ziyi?
","Crouching Tiger Hidden Dragon, Ballistic: Ecks vs. Sever","Memoirs of a Geisha, House of Flying Daggers","Hero, Kill Bill: Volume 1","Rush Hour 2, Charlies Angels: Full Throttle","Memoirs of a Geisha, House of Flying Daggers"
2399,"Which is the most populous city in the Peoples Republic of China?
",Hong Kong,Nanjing,Beijing,Shanghai,Shanghai
2400,"Fill in the blank in this song by Elton John:
",ised to be a lady by the golden rule,_______ was the spawn of a public school.,Alice,Jeannie,
2401,"sed to be a lady by the golden rule
",Alice,Jeannie,Amy,Sarah,_______ was the spawn of a public school.
2402,"Name the girl mentioned in the song Crocodile Rock.
", and ________ had so much fun.,Suzie,Suzie,Silvia,"remember when rock was young,"
2403,"What is the title of the song by Elton John which contains these lyrics?
", there were others who would treat you cruel....,Little Jeannie,Lady Samantha,Little Jeannie,"d I want you to be my acrobat, I want you to be my lover"
2404,"Who plays the organ in the Elton John song Sixty Years On?
",Magdelena,Maggie May,Magellana,Mary Martha,Magdelena
2405,"What is the title of the song containing these lyrics?
",rn me inside out if you have to baby,t dont you cross me off your list,am young and I aint never been kissed,ver been kissed by a lady called ______.,ead on my face if you like little lady
2406,"Who glides over the hill in a long satin dress that she wears every day according to a song by Elton John?
",Princess Brenda,Clementine,Sweet Rose,Lady Samantha,Lady Samantha
2407,"Whose song opens with these lines?
",tch the ripples gently spreading,ny daughter of the Camargue, were meant to be together?,Michelles Song,st a pebble on the water
2408,"Halle Berry was born in Columbus, Ohio.
",True,False,,,False
2409,"Ms. Halle Berry has been the executive producer on at least 2 projects.
",True,False,,,True
2410,"Name Halle Berrys first movie. It was released in 1991 and her characters name was Vivian.
",Strictly Business,Boomerang,Swordfish,Jungle Fever,Jungle Fever
2411,"What famous actress did Halle Berry portray in a 1999 television movie?
",Josephine Baker,Eartha Kitt,Dorothy Dandridge,Pearl Bailey,Dorothy Dandridge
2412,"Halle Berry made several early appearances on television. Her first series role was in 1989 on this sitcom spinoff of Whos the Boss.
",Paradise,Whos Your Boss,Phenom,Living Dolls,Living Dolls
2413,"Halle Berry won Miss Teen All-American, Miss Ohio and Miss USA.
",True,False,,,False
2414,"Name the movies in which Halle Berry has starred with Hugh Jackman.
","X-Men 1-3, Die Another Day","Catwoman, X-Men 1  3","Swordfish, X-Men 1-3","Monsters Ball, X-Men 1-2, Executive Decision","Swordfish, X-Men 1-3"
2415,"When was actor Orlando Bloom born?
","January 13, 1978","January 13, 1977","January 15, 1978","January 12, 1977","January 13, 1977"
2416,"What was Orlando Blooms first major screen role?
",Legolas Greenleaf,Joe Byrne,Will Turner,Hawkeye,Legolas Greenleaf
2417,"Orlando Bloom made his film debut in the movie Wilde.
",True,False,,,True
2418,"As a teenager Orlando Bloom was diagnosed with dyslexia.
",False,True,,,True
2419,"What sign is Orlando Bloom according to the Chinese horoscope?
",Horse,Cock,Pig,Dragon,Dragon
2420,"What role did Orlando Bloom play in the 2004 movie Troy?
",Achilles,Menelaus,Paris,Hector,Paris
2421,"Orlando Bloom attended the Guildhall School of Music and Drama.
",False,True,,,True
2422,"Broderick Crawford once played the role of J. Edgar Hoover.
",True,False,,,True
2423,"How did Broderick Crawford die?
",He committed suicide.,He was killed doing a stunt.,He suffered from cancer.,He had a series of strokes that proved fatal.,He had a series of strokes that proved fatal.
2424,"Broderick Crawford won an Academy Award for Best Actor in 1949 by playing the character of Willie Stark in which movie?
",Rowdy Boys,All The Kings Men,Then Came a Fisherman,Route 66,All The Kings Men
2425,"How many stars does Broderick Crawford have on the Hollywood Walk of Fame?
",2,1,4,0,2
2426,"Broderick Crawfords most notable role probably came as Chief Dan Matthews in which television program?
",Adam 12,Dragnet,Route 66,Highway Patrol,Highway Patrol
2427,"What production did Broderick Crawfords Broadway acting career began on?
",Of Mice and Men,The Odd Couple,King Lear,Cats,Of Mice and Men
2428,"What was the occupation of Broderick parents?
",Crawford was an orphan.,Teachers,A dock worker and a writer,Vaudeville performers,Vaudeville performers
2429,"Broderick Crawford was often type-cast as in what specific role?
",A dimwit,A father figure,A rough talking tough guy,A well-mannered bore,A rough talking tough guy
2430,"Broderick Crawford appeared on the American TV series CHiPs in at least one episode.
",False,True,,,True
2431,"What year was Robert De Niro born?
",1948,1940,1945,1943,1943
2432,"Which of the following is not a Robert De Niro movie?
",Mean Streets,Bang the Drum Slowly,The Departed,Taxi Driver,The Departed
2433,"Robert De Niro is the co-founder of a film production company.
",True,False,,,True
2434,"For which of these movies did Robert De Niro gain over 60 pounds?
",Casino,Raging Bull,The Godfather II,Goodfellas,Raging Bull
2435,"Who did Robert De Niro say was his favorite actress to work with?
",Meryl Streep,Juliette Lewis,Julia Roberts,None of These,Meryl Streep
2436,"What condition was Robert De Niro diagnosed with in 2003?
",lung cancer,none of these,heart disease,prostate cancer,prostate cancer
2437,"This comedian, who co-starred with Edward Gallagher in the vaudeville act Gallagher and Shean, was Marx Brothers uncle.
",Al Shean,Max Shean,Franz Shean,Joseph Shean,Al Shean
2438,"Who was the first of the Marx Brothers to go on stage in, 1905?
",Groucho,Manfred,Harpo,Chico,Groucho
2439,"Which of the Marx Brothers wore a red wig, carried a taxi-cab horn and never spoke?
",Chico,Zeppo,Gummo,Harpo,Harpo
2440,"What were the first two talkie movies released by the Marx Brothers in 1929 and 1930?
",The Cocoanuts and Monkey Business,The Cocoanuts and Animal Crackers,Monkey Business and Horse Feathers,Humor  Risk and Animal Crackers,The Cocoanuts and Animal Crackers
2441,"Which was the Marx Brothers first feature length movie that was not based on a Broadway show?
",The House That Shadows Built,Monkey Business,Horse Feathers,Duck Soup,Monkey Business
2442,"What was the first movie that the Marx Brothers made for MGM with producer Irving Thalberg?
",Room Service,A Day at the Races,A Night at the Opera,Go West,A Night at the Opera
2443,"Why did the Marx Brothers shoot the movies A Night at Casablanca and Love Happy?
",They were trying a new formula with Groucho in the role of a villain.,They had to pay Chicos gambling debts.,None of these,They needed the money to pay back taxes.,They had to pay Chicos gambling debts.
2444,"What was the name of the TV special in which the Marx Brothers last appeared together in 1959?
",The Incredible Jewel Robbery,The Show of Shows,The Incredible Brothers,The New Cocoanuts,The Incredible Jewel Robbery
2445,"In 1955, Harpo, one of the Marx Brothers, appeared in a scene with Lucille Ball, on which popular sitcom?
",The Man Who Came To Dinner,Duck Soup,I Love Lucy,I Love Betty,I Love Lucy
2446,"Which famous entertainer said that Steve Allen was so multi-talented that he could be on every page in the yellow page phone book?
",Dave Garroway,Andy Williams,Johnny Carson,Jack Paar,Andy Williams
2447,"Which line presents Steve Allens date and place of birth?
","December 26, 1932, Drake, Iowa","December 26, 1926, Encino, California","December 26, 1935, Tempe, Arizona","December 26, 1921, New York City","December 26, 1921, New York City"
2448,"Comedian Milton Berle often made Steve Allens mother, Belle Montrose what compliment?
",She was the best mother in vaudeville,She was the most beautiful woman in vaudeville,She had the best singing voice in vaudeville,She was the funniest woman in vaudeville,She was the funniest woman in vaudeville
2449,"Which famous expression did Steve Allen coin, while participating in a game show?
",Wanna buy a duck?,Is it bigger than a bread box?,Would you like to make a deal?,Who do you trust?,Is it bigger than a bread box?
2450,"Which statement best describes Steve Allens personal life?
",He was never married and had no children.,His first marriage lasted less than 10 years but his second was a 46-year one.,He was happily married to the same woman for almost 58 years.,"He was married six times, each ending in divorce.",His first marriage lasted less than 10 years but his second was a 46-year one.
2451,"In the late 1950s, Steve Allen used what pseudonym for his music album?
",Sol Yaged,Nat Hentoff,Al Cohn,Buck Hammer,Buck Hammer
2452,"In what year did Steve Allen introduce the First Tonight Show?
",1956,1952,1972,1960,1956
2453,"Which of these innovation was instituted by Steve Allen on the Tonight Show?
",He had at least two musical guests on each show.,He had a dancing act once a week,He had a scientist as one of his regular visitors.,He played jazz piano on every show.,He had a scientist as one of his regular visitors.
2454,"According to the Guinness Book of World Records, how many songs did Steve Allen write in his life?
","1,750","8,500","7,500","3,000","8,500"
2455,"Which of these songs was not written by Steve Allen?
",Gravy Waltz,The Tonight Show Theme,Pretend You Dont See Her,Cool Yule,The Tonight Show Theme
2456,"What was the name of Steve Allens music company?
",AM Records,Allen Music Corporation of America,Meadowlane Music,Steverino Music,Meadowlane Music
2457,"What song by Steve Allen is played, when a football player is enshrined in the Pro Football Hall of Fame?
",Meeting of Minds,Ten Feet Tall,The Wake,Reflections,Ten Feet Tall
2458,"When and where was Jerry Lewis born?
","3/16/1926 in Newark, NJ","3/16/1941 in Baltimore, MD","3/16/1936 in Paterson, NJ","3/16/1946 in Brooklyn, New York","3/16/1926 in Newark, NJ"
2459,"Jerry Lewis was thrown out of high school for hitting his principal.
",False,True,,,True
2460,"Which is not one of the nicknames of Jerry Lewis?
",Pichiatelli,Le Roi du Crazy,The King of Comedy,The Loud One,The Loud One
2461,"Which is the theme song of Jerry Lewis?
",Its So Nice We Had This Time Together,"Laugh Clown, Laugh",Youll Never Walk Alone,Rock-a Bye Your Baby,Rock-a Bye Your Baby
2462,"Jerry Lewis has 5 biological children. How many of them are girls?
",2,0,1,4,0
2463,"Jerry Lewis had a top 20 music album.
",True,False,,,True
2464,"Jerry Lewis has often taught film classes in California. Which answer includes two of his students?
",George Lucas and Steven Spielberg,Francis Ford Coppola and Nicholas Cage,Martin Cortese and David Mamet,M.Night Shamlyn and Christopher Walken,George Lucas and Steven Spielberg
2465,"For which of these awards was Jerry Lewis nominated in 1977?
",The Nobel Prize in Literature,The Nobel Peace Prize,The Lifetime Achievement Award of the Tribeca Film Festival.,The Sundance Best Director Award,The Nobel Peace Prize
2466,"From which of these ailments has Jerry Lewis never suffered?
",diabetes,prostate cancer,lung cancer,pulmonary fibrosis,lung cancer
2467,"Jerry Lewis was pronounced clinically dead in 1982.
",False,True,,,True
2468,"In the 1983 movie The King of Comedy, Robert DeNiro played the wanna-be comedian. He based his routine on the comedy of this actor.
",Richard Lewis,Lenny Bruce,Mort Sahl,Richard Belzer,Richard Belzer
2469,"Which statement concerning Jerry Lewis is incorrect?
","After their breakup in 1956, Jerry Lewis and Dean Martin never appeared together.","Every Muscular Dystrophy Telethon has raised at least $1,000,000",One of Jerrys sons had a top ten hit with This Diamond Ring.,The character of Professor Frink on The Simpsons is based on Jerry Lewis.,"After their breakup in 1956, Jerry Lewis and Dean Martin never appeared together."
2470,"Which of these English actors is not a member of the comedy group Monty Python?
",Graham Chapman,Terry Gilliam,Sir Anthony Hopkins,John Cleese,Sir Anthony Hopkins
2471,"What was the comedy show Saturday Night Live called, when it first aired on NBC?
",The Saturday Sketch Show,NBCs Saturday Night,The Saturday Night Show,Saturday Night Comedy,NBCs Saturday Night
2472,"Which of these people wasnt impersonated by Dave Chappelle on the sketch program Chappelles Show?
",George W. Bush,Lil Jon,Samuel L. Jackson,Martin Luther King Jr.,Martin Luther King Jr.
2473,"This sketch comedy show, starring Aziz Ansari, Rob Huebel and Paul Scheer, premiered on MTV on April 5, 2007.
",Human Giant,Wondershowzen,Funny or Die,Mind of Mencia,Human Giant
2474,"Which famous actor played the role of Bruce Dickinson in the famous Saturday Night Live sketch More Cowbell?
",Al Pacino,Christopher Walken,Rober De Niro,Dustin Hoffman,Christopher Walken
2475,"Which famous funk singer did Dave Chappelle impersonate in the first sketch of the series Charile Murphys True Hollywood Stories?
",Rick James,Ike Turner,Michael Jackson,Isaac Hayes,Rick James
2476,"The sketch comedy program Mr. Show with Bob and David was created by stand-up comedian David Cross and this actor.
",Bob Saget,Bob Odenkirk,Bob Newhart,Bob Hope,Bob Odenkirk
2477,"Which of these actors was not among the cast of the Canadian sketch comedy show Second City Television?
",John Candy,Eddie Murphy,Eugene Levy,Joe Flaherty,Eddie Murphy
2478,"The movie Monty Pythons Life of Brian was a parody of which of these Biblical stories?
",the story of Joseph,the story of Jesus,the story of Noah,the story of Moses,the story of Jesus
2479,"Which of these famous American comedians served as the first host of Saturday Night Live?
",Elliott Gould,Buck Henry,George Carlin,Richard Pryor,George Carlin
2480,"Walter Brennan won an Academy Award for playing this character in the John Wayne movie Rio Bravo.
",Stumpy,Festus,Lumpy,Bull,Stumpy
2481,"What popular 50s rock and roll singer played the brother of John Waynes character in the movie North to Alaska?
",Elvis Presley,Bobby Vee,Ricky Nelson,Fabian,Fabian
2482,"Name the three John Wayne movies in which Ben Johnson played a supporting character.
","The Hellfighters, Big Jake, Chisum","Green Berets, Fort Apache, Train Robbers","Sands of Iwo Jima, Rio Grande, McClintock","Rio Lobo, She Wore a Yellow Ribbon, and The Undefeated","Rio Lobo, She Wore a Yellow Ribbon, and The Undefeated"
2483,"In this movie, John Wayne played aging US Cavalry Capt. Nathan Cutting Brittles.
",She Wore a Yellow Ribbon,Rio Grande,Fort Apache,Rio Lobo,She Wore a Yellow Ribbon
2484,"In the movie, The Quiet Man, John Waynes characters name was John Thorn.
",True,False,,,False
2485,"John Waynes nickname, Duke, derived from the name of his childhood dog.
",False,True,,,True
2486,"Name the three movies in which John Wayne and Maureen OHara co-starred.
","McLintock, Big Jake, and Wings of Eagles","She Wore a Yellow Ribbon, Rio Grande, and Red River","The Hellfighters, The Quiet Man, and The Undefeated","Green Berets, Rio Lobo, and The Man Who shot Liberty Valance","McLintock, Big Jake, and Wings of Eagles"
2487,"Which of the following John Wayne characters is not correctly matched with the movie?
",Major John Stryker in Sands of Iwo Jima,G.W. McLintock in McLintock,Chance Buckman in The Hellfighters,John Chisum in Chisum,Major John Stryker in Sands of Iwo Jima
2488,"What was the name of John Waynes horse in the movie True Grit?
",Star,Ol Buck,Ol Blue,Ol Blacky,Ol Blue
2489,"What part did John Wayne play in the movie The Greatest Story Ever Told?
",Roman Centurion,Apostle,Roman General,Roman Senator,Roman Centurion
2490,"John Wayne played various roles, but he never portrayed a baseball player.
",True,False,,,True
2491,"John Wayne costarred with Sophia Loren.
",True,False,,,True
2492,"Which John Wayne character is correctly matched with the movie?
",Cord McNally - Rio Bravo,John T. Chance - Rio Lobo,J.B. Books - The Shootist,Chance Buckman - The Undefeated,J.B. Books - The Shootist
